subject	session	TrialNumber	image_path	condition	image_nr	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_image_nr	things_exemplar_nr	subcondition	repetition	run	onset	duration	response_mapping_flip_h	response_mapping_flip_v	onset_flip	offset_flip	keypresses	response	response_txt	error	response_confidence	response_time	duration_flip	ran	order	session_trial_time	atypical	atypical_log	exclude_session	delay_days	delay_seconds	trials_since_lastrep
2	ses-001	1	images_fmri/telescope/telescope_03n.jpg	unseen	7599	634	3	None	1641.0	23165.0	3.0	unseen-within	1	1	3.0	2.98	False	False	2.985785961151123	5.964135885238648	[['y', 5.176927089691162]]	-2.0	unseen	False	True	2.176927089691162	2.9783499240875244	1.0	0.0	1618412476.827	False		False			
2	ses-001	2	images_fmri/jellyfish/jellyfish_03s.jpg	unseen	4011	335	3	None	846.0	12093.0	3.0	unseen-within	1	1	7.47	2.98	True	True	7.467736959457397	10.433175086975098	[['a', 9.453518152236938]]	-2.0	unseen	False	True	1.9835181522369387	2.9654381275177	1.0	1.0	1618412481.3089	False		False			
2	ses-001	3	images_fmri/pan/pan_03s.jpg	unseen	5271	440	3	None	1104.0	15707.0	3.0	unseen-within	1	1	11.94	2.98	True	True	11.93262791633606	14.915980100631714	[['a', 13.159524202346802]]	-2.0	unseen	False	True	1.2195242023468025	2.9833521842956543	1.0	2.0	1618412485.7738	False		False			
2	ses-001	4	images_fmri/powder/powder_03s.jpg	unseen	5919	494	3	None	1237.0	17592.0	3.0	unseen-within	1	1	16.41	2.98	False	False	16.401467084884644	19.38245010375977	[['y', 17.61392903327942]]	-2.0	unseen	False	True	1.2039290332794188	2.980983018875122	1.0	3.0	1618412490.2427	False		False			
2	ses-001	5	images_fmri/headlamp/headlamp_03s.jpg	unseen	3687	308	3	None	765.0	10954.0	3.0	unseen-within	1	1	20.88	2.98	False	True	20.86774706840515	23.84695291519165	[['y', 22.14275813102722]]	-2.0	unseen	False	True	1.262758131027223	2.979205846786499	1.0	4.0	1618412494.7089	False		False			
2	ses-001	6	images_fmri/chair/chair_03s.jpg	unseen	1539	129	3	None	301.0	4385.0	3.0	unseen-within	1	1	25.35	2.98	True	False	25.3354389667511	28.317296028137207	[['a', 26.493467092514038]]	-2.0	unseen	False	True	1.1434670925140369	2.9818570613861084	1.0	5.0	1618412499.1766	False		False			
2	ses-001	7	images_fmri/overalls/overalls_03s.jpg	unseen	5199	434	3	None	1091.0	15523.0	3.0	unseen-within	1	1	29.82	2.98	True	True	29.81565999984741	32.783864974975586	[['a', 31.010626077651978]]	-2.0	unseen	False	True	1.1906260776519773	2.968204975128174	1.0	6.0	1618412503.6569	False		False			
2	ses-001	8	images_fmri/waffle_iron/waffle_iron_03s.jpg	unseen	8235	687	3	None	1772.0	24981.0	3.0	unseen-within	1	1	34.29	2.98	False	False	34.282264947891235	37.26353406906128	[['y', 35.73884916305542]]	-2.0	unseen	False	True	1.4488491630554208	2.981269121170044	1.0	7.0	1618412508.1235	False		False			
2	ses-001	9	images_fmri/leggings/leggings_03s.jpg	unseen	4299	359	3	None	913.0	13057.0	3.0	unseen-within	1	1	38.76	2.98	True	False	38.75184488296509	41.730140924453735	[['a', 40.111454010009766]]	-2.0	unseen	False	True	1.3514540100097676	2.9782960414886475	1.0	8.0	1618412512.593	False		False			
2	ses-001	10	images_fmri/leggings/leggings_03s.jpg	seen	4299	359	3	None	913.0	13057.0	3.0	seen-within	2	1	43.23	2.98	True	True	43.21802496910095	46.19761300086975	[['b', 45.00169801712036]]	2.0	seen	False	True	1.7716980171203645	2.979588031768799	1.0	9.0	1618412517.0592	False		False	0.0	4.466200113296509	1.0
