subject	session	run	hit	miss	false_alarm	correct_rej	old	new	rate_hit_minus_FA	dprime	rt_hit	rt_miss	rt_FA	rt_CR	diff_rt_hit_minus_FA	hit_within	hit_between	hit_within_between	hit_between_within	miss_within	miss_between	miss_within_between	miss_between_within	old_within	old_between	old_within_between	old_between_within	rate_Hwith_min_FA	rate_Hbetw_min_FA	rate_Hwith_betw_min_FA	rate_Hbetw_with_min_FA	rt_hit_within	rt_hit_between	rt_hit_within_between	rt_hit_between_within	diff_rt_Hwith_min_Hbetw	rt_miss_within	rt_miss_between	rt_miss_within_between	rt_miss_between_within	hit_loConf	hit_hiConf	miss_loConf	miss_hiConf	FA_loConf	FA_hiConf	CR_loConf	CR_hiConf	dprime_hiConf	rt_hit_loConf	rt_hit_hiConf	rt_miss_loConf	rt_miss_hiConf	diff_rt_hitHC_minus_hitLC	rt_FA_loConf	rt_FA_hiConf	rt_CR_loConf	rt_CR_hiConf	hit_within_loConf	hit_between_loConf	hit_within_hiConf	hit_between_hiConf	hit_within_between_loConf	hit_between_within_loConf	hit_within_between_hiConf	hit_between_within_hiConf	miss_within_loConf	miss_between_loConf	miss_within_hiConf	miss_between_hiConf	miss_within_between_loConf	miss_between_within_loConf	miss_within_between_hiConf	miss_between_within_hiConf	rt_hit_within_loConf	rt_hit_between_loConf	rt_hit_within_hiConf	rt_hit_between_hiConf	rt_hit_within_between_loConf	rt_hit_between_within_loConf	rt_hit_within_between_hiConf	rt_hit_between_within_hiConf	rt_miss_within_loConf	rt_miss_between_loConf	rt_miss_within_hiConf	rt_miss_between_hiConf	rt_miss_within_between_loConf	rt_miss_between_within_loConf	rt_miss_within_between_hiConf	rt_miss_between_within_hiConf
sub-02	ses-005	run-2	37	3	9	11	40	20	0.47500000000000003	1.5651928177935304	1.239079209662774	1.6749012565612749	1.6517933781941752	1.7622849369049083	-0.4127141685314011	8	10	11	8	0	2	1	0	8	12	12	8	0.55	0.38333333333333336	0.4666666666666666	0.55	1.0191055798530595	1.3464284601211518	1.4749692786823678	1.0005174314975758	-0.3273228802680923		1.2437914085388186	2.5371209526061875		7	30	1	2	5	4	3	8	1.516110983768996	1.469344511032103	1.185350639343264	2.5371209526061875	1.2437914085388186	-0.28399387168883905	1.883367744445803	1.3623254203796407	2.5748759301503505	1.457563314437867	0	6	8	4	1	0	10	8	0	0	0	2	1	0	0	0		1.4322264464696228	1.0191055798530595	1.2177314805984452	1.6920528984069847		1.453260916709906	1.0005174314975758				1.2437914085388186	2.5371209526061875			
sub-02	ses-005	run-3	39	1	9	11	40	20	0.5249999999999999	2.085625331395128	1.2782951748676803	1.6518909358978249	1.7410820049709779	1.7703659022938119	-0.4627868301032976	10	9	10	10	0	1	0	0	10	10	10	10	0.55	0.45	0.55	0.55	1.0547592687606802	1.671518190171985	1.4225903587341309	1.0036351833343555	-0.616758921411305		1.6518909358978249			4	35	1	0	7	2	6	5	2.4319009459206082	1.961776697635653	1.2001830008370549	1.6518909358978249		-0.7615936967985981	1.8305485725402855	1.4279490184784005	2.0121386353174864	1.4802386226654023	0	3	10	6	1	0	9	10	0	1	0	0	0	0	0	0		2.03299629847209	1.0547592687606802	1.4907791360219325	1.7481178951263416		1.3864206324683297	1.0036351833343555		1.6518909358978249						
sub-02	ses-005	run-4	39	1	7	13	40	20	0.625	2.345284450947622	1.249051027542508	1.3669700527191253	1.7251654393332327	1.9716706129220805	-0.4761144117907248	10	10	9	10	0	0	1	0	10	10	10	10	0.65	0.65	0.55	0.65	1.10662528419495	1.5881649055481017	1.227288446426391	1.0719492158889776	-0.48153962135315176			1.3669700527191253		6	33	1	0	5	2	6	7	2.2161408566180802	1.4952278073628804	1.204291613029713	1.3669700527191253		-0.2909361943331674	1.766849237442014	1.6209559440612793	1.992691842714945	1.953652415956768	0	4	10	6	2	0	7	10	0	0	0	0	1	0	0	0		1.5585937023162941	1.10662528419495	1.6078790410359733	1.368496017456053		1.1869434261322016	1.0719492158889776					1.3669700527191253			
sub-02	ses-005	run-5	39	1	8	12	40	20	0.575	2.2133110876758537	1.2417150267576569	1.743451042175295	1.984234828948976	1.7605581927299525	-0.7425198021913191	12	7	8	12	0	1	0	0	12	8	8	12	0.6	0.475	0.6	0.6	1.2244977394739835	1.4412063394273997	1.4324771165847787	1.0153876550992322	-0.21670859995341618		1.743451042175295			5	34	1	0	6	2	3	9	2.31798495503839	1.7212774963378934	1.171191134172328	1.743451042175295		-0.5500863621655654	2.0849157253901165	1.6821921396255544	2.141759080886847	1.6334912300109876	0	3	12	4	2	0	6	12	0	1	0	0	0	0	0	0		1.6287307230631523	1.2244977394739835	1.3005630517005855	1.8600976562500051		1.28993693669637	1.0153876550992322		1.743451042175295						
sub-02	ses-005	run-6	40	0	7	13	40	20	0.65	2.6267231940125146	1.3062807939052594		1.9030425725664426	1.7311527090806242	-0.5967617786611832	14	6	6	14	0	0	0	0	14	6	6	14	0.65	0.65	0.65	0.65	1.139753088951112	1.9570394913355595	1.4568380228678421	1.1293873875481713	-0.8172864023844475					3	37	0	0	6	1	5	8	3.084385097889929	2.089644381205237	1.2427648273674234			-0.8468795538378135	1.9880486774444606	1.3930059432983342	1.9472523727417042	1.5960904192924494	0	3	14	3	0	0	6	14	0	0	0	0	0	0	0	0		2.089644381205237	1.139753088951112	1.8244346014658817			1.4568380228678421	1.1293873875481713								
sub-02	ses-006	run-1	36	4	8	12	40	20	0.5	1.5348986686804	1.3412996135817647	1.8870461797714224	1.7835403287410754	1.6225342814127621	-0.4422407151593106	6	12	12	6	0	2	2	0	6	14	14	6	0.6	0.4571428571428571	0.4571428571428571	0.6	0.9984891064961801	1.6487494675318384	1.3906940897305837	0.9704214604695641	-0.6502603610356583		1.7881904506683353	1.98590190887451		7	29	4	0	6	2	2	10	1.8793116915870787	1.831622235434397	1.2229458772725086	1.8870461797714224		-0.6086763581618884	1.9065583070119247	1.4144863939285273	2.4058079051971486	1.4658795566558847	0	5	6	7	2	0	10	6	0	2	0	0	2	0	0	0		1.9167413825988746	0.9984891064961801	1.4573266710553838	1.618824367523203		1.3450680341720598	0.9704214604695641		1.7881904506683353			1.98590190887451			
sub-02	ses-006	run-2	36	4	8	12	40	20	0.5	1.5348986686804	1.2944716710514519	1.8591970157623265	2.0276763260364516	1.8440984010696413	-0.7332046549849998	8	9	11	8	0	3	1	0	8	12	12	8	0.6	0.35	0.5166666666666666	0.6	1.0088689649105107	1.565168934928052	1.5374797032096177	0.9414039111137402	-0.5562999700175413		1.6322090148925763	2.540161018371577		9	27	2	2	5	3	5	7	1.4901955796636694	1.7916750335693428	1.1287372168788217	2.588400545120237	1.129993486404416	-0.6629378166905211	2.0367498550415006	2.0125537776947033	2.3878142681121797	1.4557299246106854	0	5	8	4	4	0	7	8	0	1	0	2	1	0	0	0		1.6488038311004736	1.0088689649105107	1.4606253147125248	1.9702640366554292		1.2901743698120112	0.9414039111137402		2.6366400718688965		1.129993486404416	2.540161018371577			
sub-02	ses-006	run-3	35	5	7	13	40	20	0.525	1.5356698467835757	1.2132617056710397	1.6554337978363036	1.7434344182695694	1.6945842200059151	-0.5301727125985296	10	6	9	10	0	4	1	0	10	10	10	10	0.65	0.25	0.55	0.65	1.0521689586639453	1.601232471466064	1.3432723479800732	1.024562415122989	-0.5490635128021186		1.5359767460823048	2.1332620048522983		4	31	3	2	5	2	3	10	2.0369665919050695	1.7078227305412277	1.149447379881338	1.7382307020823191	1.5312384414672802	-0.5583753506598896	1.956540985107425	1.2106680011749305	1.6820506572723346	1.6983442888259894	0	3	10	3	1	0	8	10	0	2	0	2	1	0	0	0		1.6252022838592524	1.0521689586639453	1.5772626590728756	1.9556840705871537		1.2667208826541883	1.024562415122989		1.5407150506973295		1.5312384414672802	2.1332620048522983			
sub-02	ses-006	run-4	38	2	7	13	40	20	0.6	2.0301740933590398	1.2549545928051618	1.9745949125289997	1.7830970546177458	1.7902091715886026	-0.5281424618125841	10	8	10	10	0	2	0	0	10	10	10	10	0.65	0.45000000000000007	0.65	0.65	0.9958113431930556	1.62996452569962	1.34187321090698	1.1271712779998833	-0.6341531825065644		1.9745949125289997			5	33	1	1	4	3	6	7	1.9710226805672697	2.106315135955813	1.1259605711156693	2.7970698547363497	1.1521199703216496	-0.9803545648401439	2.124003179073335	1.3285555553436268	2.0858761866887385	1.5367803015027721	0	3	10	5	2	0	8	10	0	1	0	1	0	0	0	0		2.356014928817752	0.9958113431930556	1.1943342838287407	1.731765446662905		1.2444001519679988	1.1271712779998833		2.7970698547363497		1.1521199703216496				
sub-02	ses-006	run-5	39	1	9	11	40	20	0.5249999999999999	2.085625331395128	1.2682721859369523	1.2286551952362004	1.349284401999582	1.6044887048547964	-0.08101221606262965	12	8	7	12	0	0	1	0	12	8	8	12	0.55	0.55	0.425	0.55	1.0660567514101709	1.537453943490977	1.5429718358176072	1.1307916529973359	-0.4713971920808062			1.2286551952362004		7	32	0	1	2	7	2	9	1.226941699980482	1.8576370934077633	1.1393486124277126		1.2286551952362004	-0.7182884809800507	1.6991486644744924	1.2493231841496075	1.697472143173215	1.5838257185618145	0	4	12	4	3	0	4	12	0	0	0	0	0	0	1	0		1.8443803071975626	1.0660567514101709	1.2305275797843913	1.8753128083546973		1.2937161064147897	1.1307916529973359							1.2286551952362004	
sub-02	ses-006	run-6	37	3	6	14	40	20	0.625	1.9639319836464972	1.098848367639492	1.784533748626714	1.7868372551600136	1.7406729555129998	-0.6879888875205216	14	3	6	14	0	3	0	0	14	6	6	14	0.7	0.2	0.7	0.7	0.9924925477164174	1.3342517630259156	1.5991004101435375	0.9403668703351707	-0.34175921530949827		1.784533748626714			5	32	2	1	5	1	7	7	2.486474860524387	1.729344289779661	1.0003333798050906	1.8447365856170708	1.6641280746460012	-0.7290109099745703	1.8997965030670172	1.2220410156249957	1.6152441188267284	1.8661017921992715	0	2	14	1	3	0	3	14	0	2	0	1	0	0	0	0		1.4435440969467095	0.9924925477164174	1.1156670951843282	1.9198777516682952		1.2783230686187796	0.9403668703351707		1.8447365856170708		1.6641280746460012				
sub-02	ses-007	run-1	35	5	11	9	40	20	0.32499999999999996	1.0246880335209336	1.2701177823202956	1.599506914138794	1.8182467313246335	1.7013740783267564	-0.548128949004338	6	10	13	6	0	4	1	0	6	14	14	6	0.44999999999999996	0.16428571428571426	0.37857142857142856	0.44999999999999996	0.9889008013407405	1.4778806943893457	1.4075485486250645	0.9072965828577679	-0.4889798930486051		1.6508161139488222	1.3942701148986814		6	29	2	3	6	5	5	4	1.2722498762385601	1.6495434379577663	1.1916159225332328	1.9028136348724374	1.3973024336496984	-0.45792751542453347	1.9685704358418832	1.6378582859039341	2.0877952728271496	1.2183475852012648	0	3	6	7	3	0	10	6	0	2	0	2	0	0	1	0		1.6068660767873173	0.9889008013407405	1.422601244790215	1.6922207991282148		1.3221468734741193	0.9072965828577679		1.9028136348724374		1.398818593025207			1.3942701148986814	
sub-02	ses-007	run-2	38	2	11	9	40	20	0.3999999999999999	1.519192280096398	1.3786074379870774	1.6220364618301346	1.8264898404208088	1.8202890025244893	-0.44788240243373134	8	11	11	8	0	1	1	0	8	12	12	8	0.44999999999999996	0.3666666666666666	0.3666666666666666	0.44999999999999996	0.9718922019004843	1.7259046372500366	1.650197762576014	0.9343523287773134	-0.7540124353495523		1.6793909549713248	1.5646819686889444		9	29	1	1	7	4	7	2	1.4393813596153926	2.0782541200849756	1.1614757090601435	1.5646819686889444	1.6793909549713248	-0.916778411024832	2.0557887840271003	1.4252166891097988	1.9120983369009923	1.4989563322067294	0	5	8	6	4	0	7	8	0	0	0	1	1	0	0	0		2.1584250888824483	0.9718922019004843	1.3654709275563601	1.978040409088134		1.4628591074262312	0.9343523287773134				1.6793909549713248	1.5646819686889444			
