subject	session	hit	miss	false_alarm	correct_rej	old	new	rate_hit_minus_FA	dprime	rt_hit	rt_miss	rt_FA	rt_CR	diff_rt_hit_minus_FA	hit_within	hit_between	hit_within_between	hit_between_within	miss_within	miss_between	miss_within_between	miss_between_within	old_within	old_between	old_within_between	old_between_within	rate_Hwith_min_FA	rate_Hbetw_min_FA	rate_Hwith_betw_min_FA	rate_Hbetw_with_min_FA	rt_hit_within	rt_hit_between	rt_hit_within_between	rt_hit_between_within	diff_rt_Hwith_min_Hbetw	rt_miss_within	rt_miss_between	rt_miss_within_between	rt_miss_between_within	hit_loConf	hit_hiConf	miss_loConf	miss_hiConf	FA_loConf	FA_hiConf	CR_loConf	CR_hiConf	dprime_hiConf	rt_hit_loConf	rt_hit_hiConf	rt_miss_loConf	rt_miss_hiConf	diff_rt_hitHC_minus_hitLC	rt_FA_loConf	rt_FA_hiConf	rt_CR_loConf	rt_CR_hiConf	hit_within_loConf	hit_between_loConf	hit_within_hiConf	hit_between_hiConf	hit_within_between_loConf	hit_between_within_loConf	hit_within_between_hiConf	hit_between_within_hiConf	miss_within_loConf	miss_between_loConf	miss_within_hiConf	miss_between_hiConf	miss_within_between_loConf	miss_between_within_loConf	miss_within_between_hiConf	miss_between_within_hiConf	rt_hit_within_loConf	rt_hit_between_loConf	rt_hit_within_hiConf	rt_hit_between_hiConf	rt_hit_within_between_loConf	rt_hit_between_within_loConf	rt_hit_within_between_hiConf	rt_hit_between_within_hiConf	rt_miss_within_loConf	rt_miss_between_loConf	rt_miss_within_hiConf	rt_miss_between_hiConf	rt_miss_within_between_loConf	rt_miss_between_within_loConf	rt_miss_within_between_hiConf	rt_miss_between_within_hiConf
sub-02	ses-001	56	4	0	120	60	120	0.9333333333333333	4.139343219520775	1.3224365203721185	1.5268335056304991		1.390627266168596		56	0	0	0	4	0	0	0	60	0	0	0	0.9333333333333333				1.3224365203721185					1.5268335056304991				1	55	0	4	0	0	1	119	4.021251400577388	1.6699459171295246	1.316118167703802		1.5268335056304991	-0.3538277494257225			1.973944005966187	1.3857254448257592	1	0	55	0	0	0	0	0	0	0	4	0	0	0	0	0	1.6699459171295246		1.316118167703802								1.5268335056304991					
sub-02	ses-002	208	17	29	87	225	116	0.6744444444444444	2.1101076055694636	1.2849497237113825	1.9346289505678096	2.06585278675474	1.74555662418234	-0.7809030630433575	53	49	49	57	0	8	9	0	53	57	58	57	0.75	0.6096491228070176	0.5948275862068966	0.75	1.0380001897631987	1.6151782224616233	1.558129070632313	0.9958504405774589	-0.5771780326984246		1.9140670871734615	1.9529061624738968		16	192	7	10	21	8	8	79	2.534377133284524	2.0795199108123796	1.2187355414529661	1.9867281886509502	1.8981594839096112	-0.8607843693594135	2.1938244220188685	1.7299272441864026	2.3573070812225314	1.6836072108111815	0	8	53	41	8	0	41	57	0	3	0	5	4	0	5	0		2.112591356039049	1.0380001897631987	1.5181220012757841	2.0464484655857103		1.4628472374706745	0.9958504405774589		1.8410545921325696		1.9578745841979965	2.0959833860397357		1.8384443836212256	
sub-02	ses-003	227	13	38	82	240	120	0.6291666666666667	2.0827700345484508	1.3021514785027197	2.071240128003637	1.7799912783974126	1.722104732466909	-0.47783979989469283	60	52	55	60	0	8	5	0	60	60	60	60	0.6833333333333333	0.55	0.6	0.6833333333333333	1.018934095064799	1.7151208208157476	1.574880066264759	0.9774608931541465	-0.6961867257509486		1.9761782217025798	2.223339178085328		27	200	7	6	18	20	17	65	1.934843132203402	2.0468316650390626	1.2016196533203134	2.1465262671879444	1.983406298955278	-0.8452120117187492	2.0663098568386538	1.5223045578002954	2.2142472878624457	1.593390525671153	0	16	60	36	11	0	44	60	0	5	0	3	2	0	3	0		2.065970035195352	1.018934095064799	1.5591878366470346	2.018994035720823		1.4638515739007432	0.9774608931541465		1.991203586578378		1.9511359469095833	2.5348329687118607		2.015676651000973	
sub-02	ses-004	228	12	38	82	240	120	0.6333333333333333	2.1218940554409156	1.1962747757058407	1.7120047577222193	1.755090982035588	1.6882908351246921	-0.5588162063297473	60	51	57	60	0	9	3	0	60	60	60	60	0.6833333333333333	0.5333333333333333	0.6333333333333333	0.6833333333333333	0.9670180861155193	1.5628277945051032	1.3756904436412603	0.9435165147781398	-0.5958097083895839		1.7447087150149874	1.6138928858439145		15	213	2	10	10	28	6	76	1.9412529133701613	2.0486225719451907	1.1362502830129286	2.2494888734817504	1.604507934570313	-0.9123722889322621	2.058497663497929	1.6467314529418948	2.141651997566227	1.6524991644056237	0	10	60	41	5	0	52	60	0	1	0	8	1	0	2	0		2.095495520591739	0.9670180861155193	1.432908836922997	1.9548766746520951		1.3199994598902183	0.9435165147781398		2.760888900756836		1.6176861917972563	1.738088846206665		1.5517949056625393	
sub-02	ses-005	230	10	46	74	240	120	0.575	2.0284022343821433	1.2954385898424245	1.7258071117401144	1.769083779583808	1.8080147347579139	-0.47364518974138337	60	54	56	60	0	6	4	0	60	60	60	60	0.6166666666666667	0.5166666666666666	0.55	0.6166666666666667	1.1128309836387649	1.6499927596692712	1.4171137365273085	1.0453839729626975	-0.5371617760305063		1.547884159088137	1.9926915407180807		30	200	6	4	31	15	26	48	2.117770946477709	1.806555583318077	1.2187710408210766	1.8028186957041445	1.610289735794069	-0.5877845424970005	1.9166693398260313	1.4640736217498798	2.0946055845113922	1.6527780244747798	0	23	60	31	7	0	49	60	0	3	0	3	3	0	1	0		1.8388204864833697	1.1128309836387649	1.509894768807198	1.700542330060687		1.3766239374511116	1.0453839729626975		1.7602903652191202		1.3354779529571534	1.8453470261891691		2.434725084304816	
sub-02	ses-006	221	19	45	75	240	120	0.5458333333333333	1.7293385424147723	1.2450688023804557	1.778609896710045	1.7342230377197274	1.718942712148031	-0.4891542353392717	60	46	55	60	0	14	5	0	60	60	60	60	0.625	0.3916666666666667	0.5416666666666666	0.625	1.0204877676963844	1.5830654760029006	1.4455308066281405	1.0267622167269408	-0.5625777083065162		1.708550428662983	1.9747764072418192		37	184	12	7	27	18	25	50	1.7643466803754342	1.8367426663476076	1.1260909058218436	2.035518411795301	1.3381952994210349	-0.7106517605257641	1.9555220964219846	1.4022744496663417	1.9605499744415262	1.5981390810012834	0	22	60	24	15	0	40	60	0	8	0	6	4	0	1	0		1.8198175967823373	1.0204877676963844	1.3660426986217502	1.8615661017100043		1.2895175709724418	1.0267622167269408		1.9726242625713397		1.3564519834518407	2.161306710243224		1.2286551952362004	
sub-02	ses-007	223	17	63	57	240	120	0.4041666666666667	1.406905966376386	1.2802029857721042	1.8020658694996556	1.7517966476319344	1.8667284033591296	-0.4715936618598302	60	49	54	60	0	11	6	0	60	60	60	60	0.475	0.29166666666666663	0.375	0.475	1.0704284868240372	1.6011688668387305	1.5521500114158342	0.9831030254364035	-0.5307403800146933		1.9135549631985782	1.5976691977182977		43	180	13	4	37	26	40	17	1.4579901255858558	1.826025354695877	1.1498120865292032	1.9049093481210557	1.467824563980105	-0.6762132681666737	1.9602398828558045	1.45516588981335	2.0309621403217326	1.4802960810941814	1	23	59	26	19	0	35	60	0	8	0	3	5	0	1	0	1.6530819320678631	1.8000537565480148	1.0605530047012603	1.4252322336343632	1.8665669431184475		1.3814665342058439	0.9831030254364035		2.0715095567703274		1.492342713673913	1.638349014282221		1.3942701148986814	
sub-02	ses-008	212	28	44	76	240	120	0.5166666666666666	1.5325109987691896	1.2200590498042574	1.8361836753572713	1.7831171694668873	1.748163365313883	-0.5630581196626299	60	39	54	59	0	21	6	1	60	60	60	60	0.6333333333333333	0.2833333333333334	0.5333333333333334	0.6166666666666667	1.04970842488607	1.6037449024885149	1.2922727870941173	1.073580192630575	-0.5540364776024449		1.8455382169995982	1.8998734013239453	1.2575999450683604	43	169	27	1	34	10	67	9	1.9194165083304648	1.7234956679233306	1.0919657090994042	1.8480214002397308	1.5165651035308656	-0.6315299588239265	1.943415070421557	1.2381043062210093	1.7449608735895883	1.7720041370391881	2	21	58	18	16	4	38	55	0	20	0	1	6	1	0	0	1.4183735752105804	1.9093732856568872	1.0369958334955696	1.247178455458747	1.5961792099475864	1.4094650530815116	1.1643121879979197	1.0491522027795979		1.8619868726730349		1.5165651035308656	1.8998734013239453	1.2575999450683604		
sub-02	ses-009	195	45	61	59	240	120	0.3041666666666667	0.8662564707719875	1.3116180396935886	1.8963404140472424	1.7650710002711587	1.7827972244004089	-0.4534529605775701	60	33	42	60	0	27	18	0	60	60	60	60	0.4916666666666667	0.04166666666666674	0.19166666666666665	0.4916666666666667	1.054529215335846	1.7030004252809468	1.7237104032153174	1.0649818975130738	-0.6484712099451007		1.6598764779832647	2.2510363181432087		56	139	37	8	50	11	48	11	1.530323583763506	1.8344034983430588	1.100999437647759	1.9943606224575563	1.4429969501495399	-0.7334040606952998	1.8537487922668479	1.3619901275634816	1.8305173351367336	1.574564013914629	1	23	59	10	31	1	11	59	0	20	0	7	17	0	1	0	1.880056152343741	1.8403921048537546	1.0405372333526615	1.386999562263489	1.8284070793274907	1.836901884078984	1.4286561341719202	1.0518985079102618		1.754273221015931		1.390171497889931	2.2768163888594684		1.8127751159668009	
sub-02	ses-010	219	21	42	78	240	120	0.5625	1.741632211742815	1.3065741005988982	1.787768009276618	1.6906770317895106	1.8509577892988165	-0.38410293119061234	60	45	54	60	0	15	6	0	60	60	60	60	0.65	0.4	0.55	0.65	1.043158621946972	1.7897111812167708	1.5466764780327127	0.9915446290969868	-0.7465525592697988		1.8432219104766854	1.6491332562764498		51	168	21	0	30	12	58	20	1.805952078252641	1.8888521895689134	1.1298111093044294	1.787768009276618		-0.759041080264484	1.8274424750010207	1.348763423760735	1.9142502871875116	1.6674095454216005	2	27	58	18	20	2	34	58	0	15	0	0	6	0	0	0	1.4995264816284215	2.0214018924148	1.0274217991993357	1.442175114419727	1.7619618635177627	1.7576601696014436	1.4200380159826835	0.9651268518382125		1.8432219104766854			1.6491332562764498			
