subject	session	hit	miss	false_alarm	correct_rej	old	new	rate_hit_minus_FA	dprime	rt_hit	rt_miss	rt_FA	rt_CR	diff_rt_hit_minus_FA	hit_within	hit_between	hit_within_between	hit_between_within	miss_within	miss_between	miss_within_between	miss_between_within	old_within	old_between	old_within_between	old_between_within	rate_Hwith_min_FA	rate_Hbetw_min_FA	rate_Hwith_betw_min_FA	rate_Hbetw_with_min_FA	rt_hit_within	rt_hit_between	rt_hit_within_between	rt_hit_between_within	diff_rt_Hwith_min_Hbetw	rt_miss_within	rt_miss_between	rt_miss_within_between	rt_miss_between_within	hit_loConf	hit_hiConf	miss_loConf	miss_hiConf	FA_loConf	FA_hiConf	CR_loConf	CR_hiConf	dprime_hiConf	rt_hit_loConf	rt_hit_hiConf	rt_miss_loConf	rt_miss_hiConf	diff_rt_hitHC_minus_hitLC	rt_FA_loConf	rt_FA_hiConf	rt_CR_loConf	rt_CR_hiConf	hit_within_loConf	hit_between_loConf	hit_within_hiConf	hit_between_hiConf	hit_within_between_loConf	hit_between_within_loConf	hit_within_between_hiConf	hit_between_within_hiConf	miss_within_loConf	miss_between_loConf	miss_within_hiConf	miss_between_hiConf	miss_within_between_loConf	miss_between_within_loConf	miss_within_between_hiConf	miss_between_within_hiConf	rt_hit_within_loConf	rt_hit_between_loConf	rt_hit_within_hiConf	rt_hit_between_hiConf	rt_hit_within_between_loConf	rt_hit_between_within_loConf	rt_hit_within_between_hiConf	rt_hit_between_within_hiConf	rt_miss_within_loConf	rt_miss_between_loConf	rt_miss_within_hiConf	rt_miss_between_hiConf	rt_miss_within_between_loConf	rt_miss_between_within_loConf	rt_miss_within_between_hiConf	rt_miss_between_within_hiConf
sub-06	ses-001	59	1	2	118	60	120	0.9666666666666666	4.256090468369967	1.3909061895790737	1.3897689628601029	2.1007173061370854	1.654546550572931	-0.7098111165580117	59	0	0	0	1	0	0	0	60	0	0	0	0.9666666666666666				1.3909061895790737					1.3897689628601029				0	59	0	1	0	2	0	118	4.256090468369967		1.3909061895790737		1.3897689628601029			2.1007173061370854		1.654546550572931	0	0	59	0	0	0	0	0	0	0	1	0	0	0	0	0			1.3909061895790737								1.3897689628601029					
sub-06	ses-002	204	36	23	95	240	118	0.6550847457627118	1.896358168367792	1.444938239256542	2.2153193600972494	2.169286492389182	2.116235795673574	-0.72434825313264	60	39	45	60	0	21	15	0	60	60	60	60	0.8050847457627118	0.45508474576271185	0.5550847457627118	0.8050847457627118	1.1406198304494226	2.033556789006945	1.7907811976538768	1.1072723719278983	-0.8929369585575224		2.114708266485307	2.356174891153969		12	192	6	30	8	15	7	88	1.9817388870632424	2.637513442834218	1.3704022890329373	2.693850479125976	2.119613136291504	-1.2671111538012807	2.7071645057201392	1.8824182186126714	2.8016059153420696	2.0617177179726704	0	8	60	31	4	0	41	60	0	2	0	19	4	0	11	0		2.7460743820667255	1.1406198304494226	1.8496812811205503	2.4203915643692033		1.729355796023113	1.1072723719278983		2.4414334917068494		2.080316137514618	2.8200589728355396		2.1874897705424887	
sub-06	ses-003	213	22	11	109	235	120	0.8147163120567376	2.6493673197235355	1.4898247462259224	2.3481116880070108	2.085571670532228	2.0129358389618215	-0.5957469243063054	57	43	55	58	2	16	4	0	59	59	59	58	0.8744350282485875	0.6371468926553672	0.8405367231638418	0.9083333333333333	1.3089224156162196	1.7355692040643058	1.7295896003029565	1.2580549907684344	-0.42664678844808623	2.524871025085446	2.4081195765733736	2.019700465202344		7	206	3	19	2	9	2	107	2.5976675450241102	3.0372761385781417	1.4372414464857983	2.5858652718861865	2.3105716484471412	-1.6000346920923434	2.974698538780217	1.8879879220326745	2.9587633943557847	1.9952568192348314	0	3	57	40	4	0	51	58	0	3	2	13	0	0	4	0		3.2436936346689813	1.3089224156162196	1.6224598717689553	2.8824630165100116		1.6391681558945599	1.2580549907684344		2.5858652718861865	2.524871025085446	2.3671013391934936			2.019700465202344	
sub-06	ses-004	184	55	18	100	239	118	0.6173321041060917	1.7640238202311174	1.5706174935465276	2.2745953174937896	2.264725539419389	2.066010899353029	-0.6941080458728615	59	30	38	57	0	30	22	3	59	60	60	60	0.847457627118644	0.34745762711864403	0.48079096045197733	0.797457627118644	1.280165792077275	2.099408937772115	1.9712797887701738	1.3258409995363476	-0.8192431456948399		2.2965584716796905	2.3123585588281848	1.7780333391825422	17	167	3	52	6	12	3	97	1.792746713657316	2.64933903862448	1.4608075159038618	2.4338572756449346	2.265407127600454	-1.1885315227206181	2.4962711461385108	2.148952736059828	2.468079977035519	2.053575773239137	0	8	59	22	9	0	29	57	0	1	0	29	2	0	20	3		2.3981244826316797	1.280165792077275	1.990785103277728	2.872640866173636		1.691547040610479	1.3258409995363476		2.6614188861846912		2.2839770780760698	2.3200764703750565		2.3115867676734974	1.7780333391825422
sub-06	ses-005	186	52	10	109	238	119	0.6974789915966386	2.155752698691119	1.5332507724659423	2.071899844866535	2.3423236808776897	2.159034137463353	-0.8090729084117474	60	28	40	58	0	32	19	1	60	60	59	59	0.9159663865546218	0.3826330532212885	0.593932488249537	0.899017234012249	1.2420746787389148	2.0898459652491974	2.013213445425033	1.23475755362675	-0.8477712865102827		2.207972695529463	1.921137775119985	0.5820479488372854	16	170	2	50	4	6	4	105	2.2067420901882406	2.5575456321239454	1.436846550380483	2.9456546211242767	2.0369496538162255	-1.1206990817434623	2.3560916829109324	2.333145012855528	2.9864621973037746	2.1275130685170507	0	6	60	22	10	0	30	58	0	1	0	31	1	0	18	1		2.4715763123830157	1.2420746787389148	1.9857376887581566	2.6091272239685033		1.8145755192438764	1.23475755362675		2.8000691604614474		2.1888728095639154	3.091240081787106		1.856132091416256	0.5820479488372854
sub-06	ses-006	194	44	15	104	238	119	0.6890756302521008	2.042207209065336	1.639000656039446	2.187402839227158	2.4583919868469275	2.1539150007871486	-0.8193913308074816	59	34	43	58	1	25	16	2	60	59	59	60	0.8572829131652661	0.45022076627261076	0.6027631391539666	0.8406162464985995	1.4810688642728131	2.0285168395322946	2.0258451426306454	1.2845198379713925	-0.5474479752594814	2.1634200668335097	2.1943419250488283	2.2688231575489084	1.4612931060791041	11	183	5	39	7	8	7	97	2.232021346126408	2.7143956921317365	1.5743594243617673	2.648095775604246	2.1283396422557366	-1.1400362677699691	2.7541246904645726	2.199625871181488	2.8731956304822623	2.1020081512215216	0	6	59	28	5	0	38	58	0	3	1	22	2	0	14	2		2.641937940915426	1.4810688642728131	1.8970694606644805	2.8013449935913086		1.9238056885568742	1.2845198379713925		2.5320126978556274	2.1634200668335097	2.1482959105751736	2.822220392227173		2.1897664097377274	1.4612931060791041
sub-06	ses-007	197	42	44	73	239	117	0.44819940635840216	1.247575665636648	1.5543615231296142	2.1154011356262967	2.2069334803928053	2.1088672017397947	-0.6525719572631912	59	32	47	59	1	28	13	0	60	60	60	59	0.6072649572649572	0.15726495726495726	0.40726495726495726	0.6239316239316239	1.366549827446372	2.0491892775893237	1.787966673019085	1.2876998258041121	-0.6826394501429516	1.3307849788665749	2.1247123255048503	2.1557013541001595		13	184	5	37	16	28	2	71	1.446937288165632	2.588769355920647	1.4812783610302476	2.977584859848025	1.9988898215422795	-1.1074909948903993	2.5077578222751655	2.035033856460028	2.6807484960555996	2.092757869505547	1	7	58	25	5	0	42	59	0	4	1	24	1	0	12	0	2.844573993682843	2.630754906790601	1.341066652166433	1.8863509014129662	2.478828657150271		1.7057211987177534	1.2876998258041121		3.0911777925491357	1.3307849788665749	1.963634747664136	2.523213129043583		2.1250753728548744	
sub-06	ses-008	189	45	28	89	234	117	0.5683760683760684	1.577927532351272	1.6070405241547447	2.605919554392498	2.1679843010221207	2.2234402569760126	-0.560943776867376	56	34	45	54	4	26	14	1	60	60	59	55	0.694017094017094	0.3273504273504273	0.5233956250905403	0.7425019425019425	1.4100334581307017	2.0123038558398982	1.85003159374661	1.353685788755064	-0.6022703977091965	2.2227470922470047	2.530081374828634	2.8152000604357044	3.1804749870300384	7	182	4	41	12	16	4	85	1.8597378936362383	2.691351019995551	1.5653362743147137	2.701811969280243	2.5965641968424737	-1.1260147456808374	2.4203956715265886	1.97867577314377	2.4527409768104516	2.2126496348661564	0	4	56	30	3	0	42	54	0	3	4	23	1	0	13	1		2.8626303219795197	1.4100334581307017	1.8989269936879485	2.462978617350259		1.8062496634892067	1.353685788755064		2.6147176488240547	2.2227470922470047	2.519041860829231	2.963094930648808		2.8038235319577733	3.1804749870300384
sub-06	ses-009	201	38	34	85	239	119	0.5552898983861327	1.564542359876605	1.5584513776693782	2.429430915932906	2.4021332965177673	2.266299396290501	-0.8436819188483891	59	40	45	57	1	20	15	2	60	60	60	59	0.6976190476190476	0.38095238095238093	0.4642857142857143	0.6803874092009685	1.241928945638366	1.9659266693592108	2.0685014239417185	1.1974611976690464	-0.7239977237208448	3.0290838432312057	2.412257928848268	2.5432470912933325	1.447713007926943	22	179	18	20	23	11	14	71	1.9970982924635043	2.6860602686621955	1.4198625754244507	2.6555774492687654	2.225899035930633	-1.2661976932377448	2.5997839425957743	1.988863763809208	2.818198077338086	2.1574743042529487	0	10	59	30	12	0	33	57	0	8	1	12	9	1	6	1		2.598107551574709	1.241928945638366	1.7551997086207114	2.7593541995684348		1.8172822328047311	1.1974611976690464		2.8261227953434025	3.0290838432312057	2.1363480178515117	2.697516183853147	0.9137660694122332	2.3118434524536107	1.9816599464416529
sub-06	ses-010	192	40	20	97	232	117	0.6566460359563808	1.8951261014665632	1.569707986414434	2.6345204098224655	2.555235497474674	2.2659332988188434	-0.98552751106024	57	31	46	58	2	26	10	2	59	57	56	60	0.7951615239750833	0.3729194781826361	0.6504884004884004	0.7957264957264958	1.3257827834079168	1.9592998080099784	2.0741171687582276	1.2011488090712468	-0.6335170246020616	2.9076504325866708	2.7511384666883036	2.2487684316635175	2.7741155385971012	20	172	5	35	9	11	11	86	1.9640203790455513	2.575944685935973	1.4527037190282088	3.0098533916473507	2.5809014124189105	-1.1232409669077643	2.82409538586935	2.335259225151758	2.810666036605837	2.1962581811949256	3	6	54	25	11	0	35	58	1	3	1	23	1	0	9	2	1.9114559809366796	2.637378905614218	1.2932453835452078	1.796560824584961	2.723659303838556		1.8699753548758387	1.2011488090712468	3.2862008762359665	3.007001991271976	2.529099988937375	2.717764963481738	2.742060108184859		2.1939582453833686	2.7741155385971012
