subject	hit	miss	false_alarm	correct_rej	old	new	rate_hit_minus_FA	dprime	rt_hit	rt_miss	rt_FA	rt_CR	diff_rt_hit_minus_FA	hit_within	hit_between	hit_within_between	hit_between_within	miss_within	miss_between	miss_within_between	miss_between_within	old_within	old_between	old_within_between	old_between_within	rate_Hwith_min_FA	rate_Hbetw_min_FA	rate_Hwith_betw_min_FA	rate_Hbetw_with_min_FA	rt_hit_within	rt_hit_between	rt_hit_within_between	rt_hit_between_within	diff_rt_Hwith_min_Hbetw	rt_miss_within	rt_miss_between	rt_miss_within_between	rt_miss_between_within	hit_loConf	hit_hiConf	miss_loConf	miss_hiConf	FA_loConf	FA_hiConf	CR_loConf	CR_hiConf	dprime_hiConf	rt_hit_loConf	rt_hit_hiConf	rt_miss_loConf	rt_miss_hiConf	diff_rt_hitHC_minus_hitLC	rt_FA_loConf	rt_FA_hiConf	rt_CR_loConf	rt_CR_hiConf	hit_within_loConf	hit_between_loConf	hit_within_hiConf	hit_between_hiConf	hit_within_between_loConf	hit_between_within_loConf	hit_within_between_hiConf	hit_between_within_hiConf	miss_within_loConf	miss_between_loConf	miss_within_hiConf	miss_between_hiConf	miss_within_between_loConf	miss_between_within_loConf	miss_within_between_hiConf	miss_between_within_hiConf	rt_hit_within_loConf	rt_hit_between_loConf	rt_hit_within_hiConf	rt_hit_between_hiConf	rt_hit_within_between_loConf	rt_hit_between_within_loConf	rt_hit_within_between_hiConf	rt_hit_between_within_hiConf	rt_miss_within_loConf	rt_miss_between_loConf	rt_miss_within_hiConf	rt_miss_between_hiConf	rt_miss_within_between_loConf	rt_miss_between_within_loConf	rt_miss_within_between_hiConf	rt_miss_between_within_hiConf
sub-06	4696	1014	471	2379	5710	2850	0.6571536547147203	1.897668978247562	1.541586578682772	2.386588355750046	2.4206321321104176	2.2326721448148543	-0.8790455534276456	1415	809	1063	1409	18	619	358	19	1433	1428	1421	1428	0.8221757813934698	0.40126345274952085	0.5828015852438979	0.8214315199764117	1.2263233121328085	2.1208444890406457	1.9761625660608182	1.197742432554891	-0.8945211769078372	2.1874004486410143	2.4116409832801593	2.3721821008402966	2.0305486265138573	372	4324	168	846	214	257	132	2247	2.0372167729559196	2.6924164188987807	1.442579016110997	2.812852443800173	2.3019401680521483	-1.2498374027877837	2.6927131006855127	2.1940744384331006	2.8388799236603024	2.197060472893359	7	192	1408	617	171	2	892	1407	3	97	15	522	65	3	293	16	2.2458555876636552	2.7130838415925864	1.2212546147402545	1.9365495851671082	2.6952723985983202	2.0271204853057725	1.8383063089263867	1.1965635014209168	2.5148714620868398	2.8959090379284493	2.121906245951849	2.3216524750409175	2.7573642118919928	1.6275819067098165	2.2867321444636404	2.106104886477115
