subject	session	run	hit	miss	false_alarm	correct_rej	old	new	rate_hit_minus_FA	dprime	rt_hit	rt_miss	rt_FA	rt_CR	diff_rt_hit_minus_FA	hit_within	hit_between	hit_within_between	hit_between_within	miss_within	miss_between	miss_within_between	miss_between_within	old_within	old_between	old_within_between	old_between_within	rate_Hwith_min_FA	rate_Hbetw_min_FA	rate_Hwith_betw_min_FA	rate_Hbetw_with_min_FA	rt_hit_within	rt_hit_between	rt_hit_within_between	rt_hit_between_within	diff_rt_Hwith_min_Hbetw	rt_miss_within	rt_miss_between	rt_miss_within_between	rt_miss_between_within	hit_loConf	hit_hiConf	miss_loConf	miss_hiConf	FA_loConf	FA_hiConf	CR_loConf	CR_hiConf	dprime_hiConf	rt_hit_loConf	rt_hit_hiConf	rt_miss_loConf	rt_miss_hiConf	diff_rt_hitHC_minus_hitLC	rt_FA_loConf	rt_FA_hiConf	rt_CR_loConf	rt_CR_hiConf	hit_within_loConf	hit_between_loConf	hit_within_hiConf	hit_between_hiConf	hit_within_between_loConf	hit_between_within_loConf	hit_within_between_hiConf	hit_between_within_hiConf	miss_within_loConf	miss_between_loConf	miss_within_hiConf	miss_between_hiConf	miss_within_between_loConf	miss_between_within_loConf	miss_within_between_hiConf	miss_between_within_hiConf	rt_hit_within_loConf	rt_hit_between_loConf	rt_hit_within_hiConf	rt_hit_between_hiConf	rt_hit_within_between_loConf	rt_hit_between_within_loConf	rt_hit_within_between_hiConf	rt_hit_between_within_hiConf	rt_miss_within_loConf	rt_miss_between_loConf	rt_miss_within_hiConf	rt_miss_between_hiConf	rt_miss_within_between_loConf	rt_miss_between_within_loConf	rt_miss_within_between_hiConf	rt_miss_between_within_hiConf
sub-06	ses-003	run-5	34	4	2	18	38	20	0.7947368421052632	2.5336710858098197	1.450664575801178	2.275229964256285	2.7119419908523525	2.173959330982634	-1.2612774150511745	9	6	8	11	2	2	0	0	11	8	8	11	0.7181818181818183	0.65	0.9	0.9	1.3144238948822011	1.5478228314717615	1.7517610406875632	1.2901595644517427	-0.23339893658956035	2.524871025085446	2.025588903427124			1	33	0	4	1	1	0	18	2.7638120080140327	3.0990279388427666	1.4007141708605237		2.275229964256285	-1.6983137679822429	3.2638950061798084	2.1599889755248967		2.173959330982634	0	1	9	5	0	0	8	11	0	0	2	2	0	0	0	0		3.0990279388427666	1.3144238948822011	1.2375818099975604			1.7517610406875632	1.2901595644517427			2.524871025085446	2.025588903427124				
sub-06	ses-003	run-6	38	0	1	19	38	20	0.95	3.866373215289309	1.5202720910624477		1.664778938293459	2.0145104629115065	-0.14450684723101137	14	6	5	13	0	0	0	0	14	6	5	13	0.95	0.95	0.95	0.95	1.3973153979437691	2.1633068672815994	1.7363176326751728	1.272807270930368	-0.7659914693378302					3	35	0	0	0	1	0	19	3.057041205857636	3.2017143344879173	1.3761484701974074			-1.82556586429051		1.664778938293459		2.0145104629115065	0	2	14	4	1	0	4	13	0	0	0	0	0	0	0	0		3.316026482582089	1.3973153979437691	1.5869470596313544	2.973090038299574		1.4271245312690723	1.272807270930368								
sub-06	ses-004	run-1	25	15	1	19	40	20	0.575	1.963492990915848	1.7401109668731698	1.9761671066284217	1.94724908828735	1.7829297723268211	-0.2071381214141803	6	8	6	5	0	6	8	1	6	14	14	6	0.95	0.5214285714285714	0.37857142857142856	0.7833333333333333	1.1206891949971503	2.237135192155839	2.111467884381613	1.2425500316619904	-1.1164459971586889		1.9087260564168338	2.0148580217361496	2.0712860870361283	4	21	1	14	1	0	0	19	2.0226707624832683	2.7278192877769456	1.5519760486057839	2.385609045028673	1.9469212538855467	-1.1758432391711617	1.94724908828735			1.7829297723268211	0	2	6	6	2	0	4	5	0	0	0	6	1	0	7	1		2.7825535869598355	1.1206891949971503	2.0553290605545067	2.6730849885940557		1.830659332275392	1.2425500316619904				1.9087260564168338	2.385609045028673		1.9618935898372176	2.0712860870361283
sub-06	ses-004	run-2	31	9	4	15	40	19	0.5644736842105263	1.5600114067207695	1.5042158665195582	2.340257146623403	2.2854495000839314	2.083345457712811	-0.7812336335643733	8	5	10	8	0	7	2	0	8	12	12	8	0.7894736842105263	0.206140350877193	0.6228070175438597	0.7894736842105263	1.1578834068775166	1.7632618217468263	1.9062625246047982	1.1860862815380067	-0.6053784148693098		2.431002600533624	2.02264805793763		5	26	0	9	1	3	0	15	1.3884684340701015	2.3485517997741683	1.3418435716629025		2.340257146623403	-1.0067082281112658	2.3227349662780767	2.2730210113525495		2.083345457712811	0	2	8	3	3	0	7	8	0	0	0	7	0	0	2	0		1.845249476432798	1.1578834068775166	1.7086033852895117	2.684086682001748		1.5729093142918198	1.1860862815380067				2.431002600533624			2.02264805793763	
sub-06	ses-004	run-3	34	6	5	15	40	20	0.6	1.7109231396898714	1.495488703671625	2.7576170635223414	2.249450693130495	2.3801226450602226	-0.7539619894588703	10	7	7	10	0	3	3	0	10	10	10	10	0.75	0.44999999999999996	0.44999999999999996	0.75	1.1522386159896905	1.8578907544272252	2.021341927392144	1.2169600992202756	-0.7056521384375347		2.7320146052042653	2.7832195218404174		4	30	2	4	2	3	2	13	1.7109231396898714	2.5648686599731416	1.352904709498089	2.4579813909530657	2.9074348998069794	-1.2119639504750526	2.6471618509292645	1.984309921264649	2.6324689292907664	2.3413001397939848	0	2	10	5	2	0	5	10	0	1	0	2	1	0	2	0		2.443988447189327	1.1522386159896905	1.6234516773223846	2.6857488727569567		1.7555791492462192	1.2169600992202756		2.6614188861846912		2.767312464714052	2.25454389572144		3.0475573348999063	
sub-06	ses-004	run-4	30	10	4	16	40	20	0.55	1.516110983768996	1.6003530505498256	2.020339635849001	2.328675696849821	2.0737952297925974	-0.7283226462999954	10	4	6	10	0	6	4	0	10	10	10	10	0.8	0.2	0.39999999999999997	0.8	1.4384783077239973	2.6962359476089546	1.9174058723449718	1.1336429414749147	-1.2577576398849573		1.8241032282511425	2.3146942472457894		2	28	0	10	1	3	0	16	1.5608339022018305	3.06994283676147	1.4953823515347082		2.020339635849001	-1.5745604852267618	2.565271959304809	2.2498102760314915		2.0737952297925974	0	1	10	3	1	0	5	10	0	0	0	6	0	0	4	0		2.388260841369629	1.4384783077239973	2.7988943163553963	3.751624832153311		1.550562080383304	1.1336429414749147				1.8241032282511425			2.3146942472457894	
sub-06	ses-004	run-5	30	9	1	18	39	19	0.7165991902834008	2.3561721760143994	1.5308899027506506	2.7369403309292317	2.006752071380616	2.1390655697716627	-0.47586216862996555	11	3	6	10	0	5	2	2	11	8	8	12	0.9473684210526316	0.3223684210526316	0.6973684210526316	0.7807017543859649	1.2718064958398942	2.076331984202064	1.5438333908716853	1.6444829330444377	-0.8045254883621697		2.91478517723084	3.3978615808486943	1.6314069652557492	1	29	0	9	0	1	0	18	2.274308459370274	2.6531519985198884	1.4921912097930907		2.7369403309292317	-1.1609607887267976		2.006752071380616		2.1390655697716627	0	1	11	2	0	0	6	10	0	0	0	5	0	0	2	2		2.6531519985198884	1.2718064958398942	1.7879219770431516			1.5438333908716853	1.6444829330444377				2.91478517723084			3.3978615808486943	1.6314069652557492
sub-06	ses-004	run-6	34	6	3	17	40	20	0.7	2.0728667789875797	1.5904778898463534	2.169393304189052	2.3691014321645176	2.005264634525075	-0.7786235423181642	14	3	3	14	0	3	3	0	14	6	6	14	0.85	0.35	0.35	0.85	1.4032527582986052	2.083234154383341	2.7534567832946664	1.4229026303972514	-0.6799813960847356		2.237596845626834	2.1011897627512703		1	33	0	6	1	2	1	16	2.2161408566180802	3.332215194702144	1.5376979715173902		2.169393304189052	-1.7945172231847537	2.8480471611023006	2.129628567695626	2.139302072525025	1.9968872946500782	0	0	14	3	1	0	2	14	0	0	0	3	0	0	3	0			1.4032527582986052	2.083234154383341	3.332215194702144		2.4640775775909276	1.4229026303972514				2.237596845626834			2.1011897627512703	
sub-06	ses-005	run-1	26	13	1	19	39	20	0.6166666666666666	2.0755809262469302	1.6862838249940129	1.9401343169579195	2.483622007370002	1.8219134089821274	-0.7973381823759891	6	6	8	6	0	8	5	0	6	14	13	6	0.95	0.37857142857142856	0.5653846153846154	0.95	1.1252534166971817	2.3310893901189167	2.0235587549209573	1.152808761596681	-1.205835973421735		2.0627509450912522	1.7439477119445868		6	20	0	13	1	0	0	19	1.9921057778673927	2.604596246083574	1.4107900986671447		1.9401343169579195	-1.1938061474164292	2.483622007370002			1.8219134089821274	0	2	6	4	4	0	4	6	0	0	0	8	0	0	5	0		2.3463839864730787	1.1252534166971817	2.3234420919418355	2.7337023758888215		1.313415133953093	1.152808761596681				2.0627509450912522			1.7439477119445868	
sub-06	ses-005	run-2	27	13	1	19	40	20	0.625	2.0986158171213525	1.6007095796090596	2.0148506391965433	2.2251840400695784	2.1399564722964657	-0.6244744604605188	8	5	6	8	0	7	6	0	8	12	12	8	0.95	0.3666666666666667	0.45	0.95	1.2753268671035798	2.158936388015753	2.1144311396280884	1.191909366846084	-0.8836095209121733		2.03671129499163	1.9893465407689426		4	23	1	12	0	1	1	18	1.8339720532242652	2.5198574328422545	1.4408577790467647	3.091240081787106	1.9251515189806632	-1.0789996537954898		2.2251840400695784	3.02044003486634	2.0910407188203615	0	2	8	3	2	0	4	8	0	0	0	7	1	0	5	0		2.616985464096082	1.2753268671035798	1.853570337295534	2.422729401588427		1.9602820086479191	1.191909366846084				2.03671129499163	3.091240081787106		1.7689678325653098	
sub-06	ses-005	run-3	33	7	2	18	40	20	0.725	2.2161408566180802	1.4503354682344376	2.3943420791626013	1.9219720888137743	2.316571789317665	-0.47163662057933675	10	3	10	10	0	7	0	0	10	10	10	10	0.9	0.19999999999999998	0.9	0.9	1.129210040092469	2.0485537242889387	1.9308457508087173	1.1114851369857761	-0.9193436841964697		2.3943420791626013			1	32	1	6	0	2	1	17	2.1231727991175147	2.218866128921519	1.4263188850879662	2.8000691604614474	2.3267208989461268	-0.7925472438335528		1.9219720888137743	2.6665680408477783	2.295983774521776	0	0	10	3	1	0	9	10	0	1	0	6	0	0	0	0			1.129210040092469	2.0485537242889387	2.218866128921519		1.8988434865739616	1.1114851369857761		2.8000691604614474		2.3267208989461268				
sub-06	ses-005	run-4	30	10	1	18	40	19	0.6973684210526316	2.2943460088343515	1.4972054901123053	1.9839797630310083	2.3256899547577348	2.103223230573865	-0.8284844646454295	10	6	5	9	0	4	5	1	10	10	10	10	0.9473684210526316	0.5473684210526315	0.4473684210526316	0.8473684210526315	1.322565593719483	1.715435479482012	1.8816649055480965	1.3321745957268643	-0.392869885762529		2.3775187230110184	1.949534957885745	0.5820479488372854	1	29	0	10	1	0	2	16	2.535691636895307	2.136835031509399	1.475149299029647		1.9839797630310083	-0.661685732479752	2.3256899547577348		3.12942035675049	1.974948589801787	0	1	10	5	0	0	5	9	0	0	0	4	0	0	5	1		2.136835031509399	1.322565593719483	1.6311555690765345			1.8816649055480965	1.3321745957268643				2.3775187230110184			1.949534957885745	0.5820479488372854
sub-06	ses-005	run-5	35	5	5	15	40	20	0.625	1.8248391305720895	1.5041409094674274	2.079362827301021	2.508959325790407	2.2949999879201246	-1.0048184163229796	12	4	7	12	0	4	1	0	12	8	8	12	0.75	0.25	0.625	0.75	1.1672880419095444	2.04046769380569	2.259637244088309	1.221511987050376	-0.8731796518961454		2.209886031150818	1.557270011901835		4	31	0	5	2	3	0	15	1.7918484158542591	2.714505436420436	1.3479648414734908		2.079362827301021	-1.3665405949469454	2.3075273847579965	2.643247286478681		2.2949999879201246	0	1	12	3	3	0	4	12	0	0	0	4	0	0	1	0		2.7658839416503724	1.1672880419095444	1.7986622778574624	2.6973792680104576		1.9313307261466974	1.221511987050376				2.209886031150818			1.557270011901835	
sub-06	ses-005	run-6	35	4	0	20	39	20	0.8974358974358975	3.227039735806499	1.5057125312260213	2.331745295524602		2.303894153118137		14	4	4	13	0	2	2	0	14	6	6	13	1.0	0.6666666666666666	0.6666666666666666	1.0	1.3603666033063644	2.283580980300905	1.779809548854828	1.3385572330768236	-0.9232143769945407		2.3930630302429208	2.270427560806283		0	35	0	4	0	0	0	20	3.227039735806499		1.5057125312260213		2.331745295524602					2.303894153118137	0	0	14	4	0	0	4	13	0	0	0	2	0	0	2	0			1.3603666033063644	2.283580980300905			1.779809548854828	1.3385572330768236				2.3930630302429208			2.270427560806283	
sub-06	ses-006	run-1	27	12	1	19	39	20	0.6423076923076922	2.1472558503248282	1.671178324664084	2.2078410919507343	1.786940002441412	1.8446350599590093	-0.11576167777732804	6	6	9	6	0	8	4	0	6	14	13	6	0.95	0.37857142857142856	0.6423076923076922	0.95	1.2471651570002251	1.9829819695154927	2.134900456534492	1.0878046496709217	-0.7358168125152675		2.149222650527955	2.325077974796293		5	22	3	9	0	1	0	19	1.806232669685712	2.598632373809818	1.460393313494599	2.619256636301671	2.0707025771670886	-1.138239060315219		1.786940002441412		1.8446350599590093	0	2	6	4	3	0	6	6	0	2	0	6	1	0	3	0		2.833006439208994	1.2471651570002251	1.5579697346687418	2.442382996877034		1.981159186363221	1.0878046496709217		2.476827487945549		2.0400210380554236	2.904114933013915		2.1320656553904187	
sub-06	ses-006	run-2	32	8	2	18	40	20	0.7000000000000001	2.1231727991175147	1.6255973681807543	2.1481860709190412	2.9417550945282045	2.1311914820141236	-1.3161577263474502	8	6	10	8	0	6	2	0	8	12	12	8	0.9	0.4	0.7333333333333334	0.9	1.4782026672363262	1.8479307142893528	2.008709942817692	1.1273513412475615	-0.36972804705302664		2.1871729167302463	2.0312255334854257		1	31	0	8	1	1	2	16	2.400268653311942	2.452676973342875	1.5989173809174602		2.1481860709190412	-0.8537595924254149	3.405347042083747	2.478163146972662	3.002937159538263	2.022223272323606	0	1	8	5	0	0	10	8	0	0	0	6	0	0	2	0		2.452676973342875	1.4782026672363262	1.7269814624786484			2.008709942817692	1.1273513412475615				2.1871729167302463			2.0312255334854257	
sub-06	ses-006	run-3	33	7	4	16	40	20	0.625	1.7762105246463942	1.6132034631208956	2.070823293413435	2.2708989524841305	2.3361735767126097	-0.657695489363235	10	5	8	10	0	5	2	0	10	10	10	10	0.8	0.3	0.6000000000000001	0.8	1.5892143993377708	1.7877300109863277	1.8706262421608022	1.3439910297393793	-0.1985156116485569		2.1938224163055438	1.763325486183163		0	33	0	7	0	4	1	15	1.7762105246463942		1.6132034631208956		2.070823293413435			2.2708989524841305	3.5534319972991995	2.2550230153401705	0	0	10	5	0	0	8	10	0	0	0	5	0	0	2	0			1.5892143993377708	1.7877300109863277			1.8706262421608022	1.3439910297393793				2.1938224163055438			1.763325486183163	
sub-06	ses-006	run-4	35	5	5	15	40	20	0.625	1.8248391305720895	1.5730181563241157	2.291971086502076	2.54601671981811	2.190527475357059	-0.9729985634939942	10	9	6	10	0	1	4	0	10	10	10	10	0.75	0.65	0.35	0.75	1.3623279724121082	1.923365831375123	1.9713112862904894	1.2294195547103925	-0.5610378589630147		2.133399858474718	2.3316138935089157		3	32	1	4	4	1	2	13	2.486474860524387	2.9187532234191926	1.4468554937839522	2.7403258514404314	2.1798823952674873	-1.4718977296352405	2.5858734107017476	2.386589956283558	2.5619009733200073	2.1333930910550665	0	2	10	7	1	0	5	10	0	0	0	1	1	0	3	0		2.6655993890762346	1.3623279724121082	1.7112991006033766	3.425060892105108		1.680561365127566	1.2294195547103925				2.133399858474718	2.7403258514404314		2.1953765741984106	
sub-06	ses-006	run-5	35	5	2	17	40	19	0.7697368421052632	2.402468900641227	1.9037413174765456	2.1712856502533002	2.4466075611114615	2.292421592263615	-0.5428662436349159	12	7	6	10	0	1	2	2	12	8	8	12	0.8947368421052632	0.7697368421052632	0.6447368421052632	0.7280701754385965	1.776204508145652	2.486507547923497	2.4348699951171873	1.3301719207763667	-0.7103030397778449		2.6423831176757844	2.645729460716254	1.4612931060791041	2	33	1	4	1	1	0	17	2.5544455497117498	2.828127050399779	1.8477179397236223	2.6423831176757844	2.053511283397679	-0.9804091106761565	3.031497068405173	1.86171805381775		2.292421592263615	0	1	12	6	1	0	5	10	0	1	0	0	0	0	2	2		2.401739015579224	1.776204508145652	2.500635636647542	3.254515085220333		2.270940977096558	1.3301719207763667		2.6423831176757844					2.645729460716254	1.4612931060791041
sub-06	ses-006	run-6	32	7	1	19	39	20	0.7705128205128204	2.562174812570701	1.434465651810169	2.250585216794698	2.498535079956099	2.178410044218366	-1.06406942814593	13	1	4	14	1	4	2	0	14	5	6	14	0.8785714285714286	0.15000000000000002	0.6166666666666666	0.95	1.3265056074582613	2.3296010684967143	1.6020099925994842	1.4229062087195257	-1.003095461038453	2.1634200668335097	2.199208590984341	2.3969210433960058		0	32	0	7	1	0	2	17	2.8772851701592828		1.434465651810169		2.250585216794698		2.498535079956099		2.714630575180049	2.115325275869932	0	0	13	1	0	0	4	14	0	0	1	4	0	0	2	0			1.3265056074582613	2.3296010684967143			1.6020099925994842	1.4229062087195257			2.1634200668335097	2.199208590984341			2.3969210433960058	
sub-06	ses-007	run-1	25	15	3	17	40	20	0.475	1.355072753458165	1.5561863780975358	2.25017630640666	2.457230084737143	1.9226193495357733	-0.9010437066396073	6	4	9	6	0	10	5	0	6	14	14	6	0.85	0.1357142857142857	0.4928571428571429	0.85	1.124098947842917	2.227203650474549	1.9072144052717448	1.014386919339498	-1.103104702631632		2.162869305610662	2.424790307998657		3	22	3	12	3	0	1	16	2.0856253313951285	2.8298621908823614	1.3825033127177866	2.6875817743937205	2.1408249394098955	-1.4473588781645748	2.457230084737143		2.619361019134516	1.8790729951858516	0	2	6	2	1	0	8	6	0	2	0	8	1	0	4	0		2.6971971940994166	1.124098947842917	1.7572101068496817	3.095192184448252		1.7587171828746815	1.014386919339498		2.769766097068789		2.01114510774613	2.523213129043583		2.4001846027374256	
sub-06	ses-007	run-2	28	12	6	14	40	20	0.39999999999999997	1.0488010254160816	1.4671387614522666	2.0653201150894214	2.4617920843760195	2.05467378616333	-0.9946533229237529	8	4	8	8	0	8	4	0	8	12	12	8	0.7	0.033333333333333326	0.36666666666666664	0.7	1.0986038053035747	2.292689998149881	1.6332805752754203	1.256756285428997	-1.1940861928463065		2.1161413383483896	1.963677668571485		3	25	1	11	1	5	0	14	0.9931291141604568	2.494322325388604	1.343876733779906	3.31187002182007	1.951997396295726	-1.150445591608698	2.709484004974371	2.412253700256349		2.05467378616333	0	2	8	2	1	0	7	8	0	1	0	7	0	0	4	0		2.5932734727859668	1.0986038053035747	1.9921065235137956	2.296420030593879		1.5385463673727833	1.256756285428997		3.31187002182007		1.9453229549952922			1.963677668571485	
