subject	session	run	hit	miss	false_alarm	correct_rej	old	new	rate_hit_minus_FA	dprime	rt_hit	rt_miss	rt_FA	rt_CR	diff_rt_hit_minus_FA	hit_within	hit_between	hit_within_between	hit_between_within	miss_within	miss_between	miss_within_between	miss_between_within	old_within	old_between	old_within_between	old_between_within	rate_Hwith_min_FA	rate_Hbetw_min_FA	rate_Hwith_betw_min_FA	rate_Hbetw_with_min_FA	rt_hit_within	rt_hit_between	rt_hit_within_between	rt_hit_between_within	diff_rt_Hwith_min_Hbetw	rt_miss_within	rt_miss_between	rt_miss_within_between	rt_miss_between_within	hit_loConf	hit_hiConf	miss_loConf	miss_hiConf	FA_loConf	FA_hiConf	CR_loConf	CR_hiConf	dprime_hiConf	rt_hit_loConf	rt_hit_hiConf	rt_miss_loConf	rt_miss_hiConf	diff_rt_hitHC_minus_hitLC	rt_FA_loConf	rt_FA_hiConf	rt_CR_loConf	rt_CR_hiConf	hit_within_loConf	hit_between_loConf	hit_within_hiConf	hit_between_hiConf	hit_within_between_loConf	hit_between_within_loConf	hit_within_between_hiConf	hit_between_within_hiConf	miss_within_loConf	miss_between_loConf	miss_within_hiConf	miss_between_hiConf	miss_within_between_loConf	miss_between_within_loConf	miss_within_between_hiConf	miss_between_within_hiConf	rt_hit_within_loConf	rt_hit_between_loConf	rt_hit_within_hiConf	rt_hit_between_hiConf	rt_hit_within_between_loConf	rt_hit_between_within_loConf	rt_hit_within_between_hiConf	rt_hit_between_within_hiConf	rt_miss_within_loConf	rt_miss_between_loConf	rt_miss_within_hiConf	rt_miss_between_hiConf	rt_miss_within_between_loConf	rt_miss_between_within_loConf	rt_miss_within_between_hiConf	rt_miss_between_within_hiConf
sub-03	ses-002	run-1	22	18	1	19	40	20	0.5	1.770514973806547	1.5490499513799498	1.564901733928258	2.128536996841431	1.3542712030912722	-0.5794870454614813	5	3	8	6	1	11	6	0	6	14	14	6	0.7833333333333333	0.16428571428571426	0.5214285714285714	0.95	0.9966996173858604	2.064756002426158	1.9581876683235153	1.2059719149271662	-1.0680563850402975	1.1215790462493942	1.7250756402449203	1.3451366869608545		8	14	6	12	1	0	1	18	1.5746435181324867	2.102411178350448	1.2328435359682364	1.9681746482849138	1.36326527674993	-0.8695676423822118	2.128536996841431		1.5792290973663228	1.341773542298214	0	2	5	1	6	0	2	6	0	6	1	5	0	0	6	0		2.3332910299301197	0.9966996173858604	1.5276859474182345	2.025451227823891		1.7563969898223881	1.2059719149271662		1.9681746482849138	1.1215790462493942	1.433356830596928			1.3451366869608545	
sub-03	ses-002	run-2	23	17	0	20	40	20	0.575	2.149082410812847	1.401768218745356	1.5428261756896977		1.4401901044845615		6	1	9	7	2	11	3	1	8	12	12	8	0.75	0.08333333333333333	0.75	0.875	1.0831481107076009	2.264062004089368	1.7374796316358747	1.1200573825836204	-1.180913893381767	1.8277635002136172	1.4503320954062728	1.6239729913075809	1.7469459629058832	2	21	2	15	0	0	0	20	2.0226707624832683	1.8952509689331118	1.3547698615846173	1.7023969793319758	1.521550068537394	-0.5404811073484945				1.4401901044845615	0	1	6	0	1	0	8	7	0	2	2	9	0	0	3	1		2.264062004089368	1.0831481107076009		1.5264399337768555		1.763859593868252	1.1200573825836204		1.7023969793319758	1.8277635002136172	1.3943176767561167			1.6239729913075809	1.7469459629058832
sub-03	ses-002	run-3	29	11	1	19	40	20	0.6749999999999999	2.242613752993951	1.5232755118402956	2.0759792457927344	1.6152531433105537	1.6495111801749804	-0.09197763147025806	10	2	8	9	0	8	2	1	10	10	10	10	0.95	0.15000000000000002	0.75	0.85	1.1798983621597277	1.8211760473251317	2.0320595800876626	1.3863530540466362	-0.6412776851654041		1.995018686056136	2.087259516716003	2.701103181838988	7	22	5	6	1	0	4	15	2.0856253313951285	2.151882510866439	1.3232641939683407	2.0104208564758292	2.130611236890156	-0.8286183168980983	1.6152531433105537		2.097530565261853	1.5300393441518143	0	1	10	1	6	0	2	9	0	4	0	4	1	0	1	1		2.276109018325812	1.1798983621597277	1.3662430763244515	2.1311780929565436		1.7347040414810202	1.3863530540466362		1.8476610660552981		2.142376306056974	2.6614600181579533		1.5130590152740524	2.701103181838988
sub-03	ses-002	run-4	29	11	2	18	40	20	0.625	1.8793116915870787	1.3685414583929667	1.3179825141213155	2.027825012207031	1.5426430590947489	-0.6592835538140642	9	3	7	10	1	7	3	0	10	10	10	10	0.8	0.19999999999999998	0.6	0.9	1.0528040864732549	1.983055597941096	1.887521508080614	1.105064816474916	-0.9302515114678411	0.9675569057464486	1.3505365262712754	1.3588316885630316		10	19	1	10	2	0	2	16	1.8972572065968407	1.8308148593902618	1.1252396683943906	1.6130738639831603	1.2884733791351313	-0.7055751909958712	2.027825012207031		1.9790965604782116	1.488086371421816	0	3	9	0	5	2	2	8	0	1	1	6	0	0	3	0		1.983055597941096	1.0528040864732549		1.949854732513424	1.3048540687561054	1.7316884469985894	1.0551175034046185		1.6130738639831603	0.9675569057464486	1.3067803033192946			1.3588316885630316	
sub-03	ses-002	run-5	31	9	1	19	40	20	0.725	2.400268653311942	1.3317575940778188	1.5413793150583897	1.8259800910949764	1.3362821860062473	-0.4942224970171576	12	2	5	12	0	6	3	0	12	8	8	12	0.95	0.2	0.575	0.95	1.183169974486037	2.144294080734255	1.6838426570892395	1.198220356305436	-0.9611241062482183		1.6092234007517519	1.405691143671665		6	25	1	8	1	0	2	17	2.2786033485044297	1.9351899147033766	1.186933837127685	2.3550171756744405	1.4396745824813832	-0.7482560775756917	1.8259800910949764		1.4730995082855216	1.3201860304439796	1	2	11	0	3	0	2	12	0	1	0	5	0	0	3	0	1.4837221717834552	2.144294080734255	1.1558470474589988		1.9462763849894316		1.2901920652389514	1.198220356305436		2.3550171756744405		1.4600646457672142			1.405691143671665	
sub-03	ses-002	run-6	29	11	0	20	40	20	0.725	2.557724110582533	1.0777556761379896	1.3237248672138562		1.38346506929398		12	2	1	14	2	4	5	0	14	6	6	14	0.8571428571428571	0.3333333333333333	0.16666666666666666	1.0	1.0954406436284405	1.433220429420472	1.0849268722534182	1.0113042252404323	-0.3377797857920315	1.4205939912796026	1.0875477194786107	1.473918935775754		1	28	2	9	0	0	1	19	2.4843644972480954	2.1522959995269844	1.0393792360169543	1.9047913980483993	1.1945989714728467	-1.11291676351003			2.215666847229002	1.3396649757184524	1	0	11	2	0	0	1	14	0	0	2	4	2	0	3	0	2.1522959995269844		0.9993628840013002	1.433220429420472			1.0849268722534182	1.0113042252404323			1.4205939912796026	1.0875477194786107	1.9047913980483993		1.1866706275939904	
sub-03	ses-003	run-1	23	17	2	18	40	20	0.475	1.4706699918173927	1.3175955722642965	1.8108843988530836	2.548042812347415	1.5505875195397278	-1.2304472400831183	6	4	7	6	0	10	7	0	6	14	14	6	0.9	0.1857142857142857	0.4	0.9	1.1988450829188058	1.3985919141769365	1.7067859213692798	0.9282930930455464	-0.19974683125813075		1.8162914438247733	1.803160048893527		6	17	7	10	2	0	7	11	1.770845558267262	1.7677151139577205	1.1587298516666173	1.7515454932621566	1.8524216327667324	-0.6089852622911032	2.548042812347415		1.8039480645316008	1.3893580818176265	0	2	6	2	4	0	3	6	0	3	0	7	4	0	3	0		1.5314644527435206	1.1988450829188058	1.2657193756103524	1.8858404445648207		1.4680465571085588	0.9282930930455464		1.686333262125648		1.8719878074101126	1.800454666614538		1.8067672252655125	
sub-03	ses-003	run-2	27	13	0	20	40	20	0.675	2.413726174709934	1.374720198666608	1.472369359823376		1.3890664076805137		8	4	7	8	0	8	5	0	8	12	12	8	1.0	0.3333333333333333	0.5833333333333334	1.0	1.1357606959342963	1.8171960878372104	1.4837246595110238	1.2970628535747544	-0.6814353919029141		1.3662532508373286	1.6421551342010516		9	18	5	8	0	0	5	15	1.8343026376849805	1.698023753696014	1.213068421151905	1.8913246898651153	1.2105222785472889	-0.48495533254410916			1.639897264480601	1.3054561220804848	0	3	8	1	5	1	2	7	0	2	0	6	3	0	2	0		1.8777191066741825	1.1357606959342963	1.635627031326294	1.5918596801757814	1.689758062362671	1.2133871078491296	1.2409635380336235		1.9400125408172642		1.17500015417735	1.8588661225636827		1.3170886516571052	
sub-03	ses-003	run-3	25	15	1	19	40	20	0.575	1.963492990915848	1.1666440685272235	1.609624302546185	2.426659812927248	1.3551075031882842	-1.2600157444000246	10	0	5	10	0	10	5	0	10	10	10	10	0.95	-0.05	0.45	0.95	1.060754512786867		1.5924431304931765	1.0596340932846033			1.554042516708377	1.7207878742218015		4	21	7	8	1	0	0	19	2.0226707624832683	1.7165261721611165	1.0619046202160056	1.9461734485626232	1.3151437997818016	-0.6546215519451108	2.426659812927248			1.3551075031882842	0	0	10	0	4	0	1	10	0	4	0	6	3	0	2	0			1.060754512786867		1.7165261721611165		1.0961109638214168	1.0596340932846033		2.0580156254768394		1.2180604441960685	1.797050546010335		1.6063938665390012	
sub-03	ses-003	run-4	23	17	0	20	40	20	0.575	2.149082410812847	1.3048643949757468	1.3237794668534244		1.5441921210289005		10	0	3	10	0	10	7	0	10	10	10	10	1.0	0.0	0.3	1.0	1.3939316987991361		1.7238722896575922	1.090094722747804			1.2775237293243433	1.3898590918949683		6	17	2	15	0	0	6	14	1.770845558267262	1.8518305905660029	1.11181750241448	1.7974864387512284	1.2606185372670504	-0.7400130881515228			1.7854476308822644	1.4407969025203158	3	0	7	0	3	0	0	10	0	1	0	9	1	0	6	0	1.9797888914744135		1.142850044795446		1.7238722896575922			1.090094722747804		1.793107967376713		1.220236591762969	1.801864910125744		1.3211914555231725	
