subject	hit	miss	false_alarm	correct_rej	old	new	rate_hit_minus_FA	dprime	rt_hit	rt_miss	rt_FA	rt_CR	diff_rt_hit_minus_FA	hit_within	hit_between	hit_within_between	hit_between_within	miss_within	miss_between	miss_within_between	miss_between_within	old_within	old_between	old_within_between	old_between_within	rate_Hwith_min_FA	rate_Hbetw_min_FA	rate_Hwith_betw_min_FA	rate_Hbetw_with_min_FA	rt_hit_within	rt_hit_between	rt_hit_within_between	rt_hit_between_within	diff_rt_Hwith_min_Hbetw	rt_miss_within	rt_miss_between	rt_miss_within_between	rt_miss_between_within	hit_loConf	hit_hiConf	miss_loConf	miss_hiConf	FA_loConf	FA_hiConf	CR_loConf	CR_hiConf	dprime_hiConf	rt_hit_loConf	rt_hit_hiConf	rt_miss_loConf	rt_miss_hiConf	diff_rt_hitHC_minus_hitLC	rt_FA_loConf	rt_FA_hiConf	rt_CR_loConf	rt_CR_hiConf	hit_within_loConf	hit_between_loConf	hit_within_hiConf	hit_between_hiConf	hit_within_between_loConf	hit_between_within_loConf	hit_within_between_hiConf	hit_between_within_hiConf	miss_within_loConf	miss_between_loConf	miss_within_hiConf	miss_between_hiConf	miss_within_between_loConf	miss_between_within_loConf	miss_within_between_hiConf	miss_between_within_hiConf	rt_hit_within_loConf	rt_hit_between_loConf	rt_hit_within_hiConf	rt_hit_between_hiConf	rt_hit_within_between_loConf	rt_hit_between_within_loConf	rt_hit_within_between_hiConf	rt_hit_between_within_hiConf	rt_miss_within_loConf	rt_miss_between_loConf	rt_miss_within_hiConf	rt_miss_between_hiConf	rt_miss_within_between_loConf	rt_miss_between_within_loConf	rt_miss_within_between_hiConf	rt_miss_between_within_hiConf
sub-03	5017	2650	422	3411	7667	3833	0.5442663236559107	1.6231412669181213	1.26005060531095	1.7144661677657382	1.8901654574401898	1.6245248273690727	-0.6301148521292399	1819	495	854	1849	98	1422	1063	67	1917	1917	1917	1916	0.8387819257876543	0.14811943230825952	0.3353912111293341	0.8549347851070284	1.0816898215248134	1.806927658438059	1.7596988501670374	1.0583386114234241	-0.7252378369132455	1.7334453509500198	1.680087523620792	1.7504237614131521	1.8458624360471307	901	4116	1014	1636	288	134	883	2528	1.904925748954255	1.9455470765336853	1.1099941620233686	1.9814272330927754	1.5490025245862666	-0.8355529145103167	2.0329903389310267	1.5831985479673476	1.9025554492076424	1.527412074567072	62	313	1757	182	481	45	373	1804	35	487	63	935	461	31	602	36	1.7660171542660572	1.9676825079788325	1.0575416743250654	1.5304646479640907	1.955194664732042	1.9358131924192952	1.5075983493472864	1.0364503873963653	1.8926476652195008	1.9569746475015093	1.6449996208003084	1.5358693104337233	2.019841765671158	1.8945431859920285	1.5441086451956425	1.803942901372358
