trial_type	image_path	onset	offset	block	task_version	category	subcategory	image_num	block_trial	duration	target	reaction_time	task
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-20.jpg	6.467251853086053	6.867827395908535	0.0	alt	objects	instrument	instrument-20.jpg	0.0	0.4005755428224802	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-57.jpg	6.967578269075602	7.367432720027863	0.0	alt	objects	instrument	instrument-57.jpg	1.0	0.3998544509522617	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-107.jpg	7.466906114947051	7.866985572967678	0.0	alt	objects	instrument	instrument-107.jpg	2.0	0.4000794580206275	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-124.jpg	7.9674611480440936	8.36708986805752	0.0	alt	objects	instrument	instrument-124.jpg	3.0	0.3996287200134248	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-2.jpg	8.450888806022704	8.855563264107332	0.0	alt	objects	instrument	instrument-2.jpg	4.0	0.404674458084628	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-22.jpg	8.950977792963387	9.354880356928334	0.0	alt	objects	instrument	instrument-22.jpg	5.0	0.4039025639649481	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-122.jpg	9.45582809811458	9.856225528987123	0.0	alt	objects	instrument	instrument-122.jpg	6.0	0.4003974308725447	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-96.jpg	9.951191049069166	10.353021428920329	0.0	alt	objects	instrument	instrument-96.jpg	7.0	0.4018303798511624	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-127.jpg	10.45267207804136	10.833703170064835	0.0	alt	objects	instrument	instrument-127.jpg	8.0	0.38103109202347696	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-14.jpg	10.95184267591685	11.339609258109705	0.0	alt	objects	instrument	instrument-14.jpg	9.0	0.3877665821928531	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-37.jpg	11.437310860957949	11.837957473006101	0.0	alt	objects	instrument	instrument-37.jpg	10.0	0.4006466120481491	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-80.jpg	11.939036260126159	12.338068070122972	0.0	alt	objects	instrument	instrument-80.jpg	11.0	0.3990318099968136	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-130.jpg	12.437727550975977	12.838213132927196	1.0	alt	faces	adult	adult-130.jpg	0.0	0.4004855819512159	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-1.jpg	12.934013327118011	13.336296390043573	1.0	alt	faces	adult	adult-1.jpg	1.0	0.4022830629255623	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-64.jpg	13.41783390310593	13.819258810952306	1.0	alt	faces	adult	adult-64.jpg	2.0	0.4014249078463763	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-91.jpg	13.922112060943618	14.321958071086554	1.0	alt	faces	adult	adult-91.jpg	3.0	0.3998460101429373	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-31.jpg	14.42218578606844	14.820945421000946	1.0	alt	faces	adult	adult-31.jpg	4.0	0.3987596349325031	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-124.jpg	14.91921451711096	15.322651046095414	1.0	alt	faces	adult	adult-124.jpg	5.0	0.4034365289844573	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-23.jpg	15.417034330079332	15.817329148063436	1.0	alt	faces	adult	adult-23.jpg	6.0	0.40029481798410416	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-63.jpg	15.905321938917039	16.30242309300229	1.0	alt	faces	adult	adult-63.jpg	7.0	0.3971011540852487	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-101.jpg	16.40669205202721	16.803816744126383	1.0	alt	faces	adult	adult-101.jpg	8.0	0.3971246920991689	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-42.jpg	16.90400203410536	17.300966845126826	1.0	alt	faces	adult	adult-42.jpg	9.0	0.3969648110214621	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-60.jpg	17.402546918019652	17.80400752904825	1.0	alt	faces	adult	adult-60.jpg	10.0	0.4014606110285968	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-60.jpg	17.901238796068355	18.303558224113655	1.0	alt	faces	adult	adult-60.jpg	11.0	0.4023194280453026	True		
