trial_type	image_path	onset	offset	block	task_version	category	subcategory	image_num	block_trial	duration	target	reaction_time	task
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-97.jpg	6.471879004035145	6.872717882040888	0.0	def	bodies	body	body-97.jpg	0.0	0.40083887800574297	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-21.jpg	6.971477250102907	7.371252032928169	0.0	def	bodies	body	body-21.jpg	1.0	0.39977478282526135	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-70.jpg	7.471620382741094	7.870587568730116	0.0	def	bodies	body	body-70.jpg	2.0	0.3989671859890223	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-104.jpg	7.97049638768658	8.371866852976384	0.0	def	bodies	body	body-104.jpg	3.0	0.40137046528980136	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-44.jpg	8.45440924493596	8.854908030945806	0.0	def	bodies	body	body-44.jpg	4.0	0.4004987860098481	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-35.jpg	8.955189295113088	9.354545924812557	0.0	def	bodies	body	body-35.jpg	5.0	0.3993566296994686	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-142.jpg	9.454975266940894	9.855141008738427	0.0	def	bodies	body	body-142.jpg	6.0	0.4001657417975366	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-91.jpg	9.955287500750273	10.3553735637106	0.0	def	bodies	body	body-91.jpg	7.0	0.40008606296032667	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-86.jpg	10.439199686050417	10.837785755749794	0.0	def	bodies	body	body-86.jpg	8.0	0.3985860696993768	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-124.jpg	10.939151047728958	11.338467266876249	0.0	def	bodies	body	body-124.jpg	9.0	0.3993162191472948	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-64.jpg	11.437601224053653	11.839314288925381	0.0	def	bodies	body	body-64.jpg	10.0	0.4017130648717284	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-133.jpg	11.936887818854304	12.339256943669168	0.0	def	bodies	body	body-133.jpg	11.0	0.402369124814868	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-66.jpg	12.437690411694348	12.839305211789904	1.0	def	places	house	house-66.jpg	0.0	0.40161480009555817	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-82.jpg	12.93703036289662	13.33642722479999	1.0	def	places	house	house-82.jpg	1.0	0.3993968619033694	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-3.jpg	13.42226598598063	13.821782027836887	1.0	def	places	house	house-3.jpg	2.0	0.3995160418562591	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-13.jpg	13.922296003904195	14.321585728786886	1.0	def	places	house	house-13.jpg	3.0	0.3992897248826921	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-49.jpg	14.422205880749972	14.822414085734634	1.0	def	places	house	house-49.jpg	4.0	0.4002082049846649	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-49.jpg	14.921570109669121	15.320457105990501	1.0	def	places	house	house-49.jpg	5.0	0.39888699632138014	True		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-29.jpg	15.421013609040527	15.820561577100305	1.0	def	places	house	house-29.jpg	6.0	0.3995479680597782	False		
keypress		15.48260421678424			def							0.5610341071151197	OneBack
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-130.jpg	15.905170005746186	16.30361667368561	1.0	def	places	house	house-130.jpg	7.0	0.3984466679394245	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-5.jpg	16.40082714287564	16.804403483867645	1.0	def	places	house	house-5.jpg	8.0	0.4035763409920037	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-25.jpg	16.905295210890472	17.304848696105182	1.0	def	places	house	house-25.jpg	9.0	0.39955348521471024	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-41.jpg	17.403168567921966	17.80432188278064	1.0	def	places	house	house-41.jpg	10.0	0.401153314858675	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/house/house-23.jpg	17.90515363169834	18.288289783988148	1.0	def	places	house	house-23.jpg	11.0	0.3831361522898078	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-57.jpg	18.38810933567584	18.78821443580091	2.0	def	faces	adult	adult-57.jpg	0.0	0.4001051001250744	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-93.jpg	18.88873133296147	19.28856439469382	2.0	def	faces	adult	adult-93.jpg	1.0	0.3998330617323518	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-48.jpg	19.386863395106047	19.78911688970402	2.0	def	faces	adult	adult-48.jpg	2.0	0.40225349459797133	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-118.jpg	19.887517496012148	20.288481160998344	2.0	def	faces	adult	adult-118.jpg	3.0	0.4009636649861932	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-98.jpg	20.386863843072206	20.786930197849873	2.0	def	faces	adult	adult-98.jpg	4.0	0.400066354777664	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-129.jpg	20.87071736389771	21.27080066408962	2.0	def	faces	adult	adult-129.jpg	5.0	0.4000833001919091	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-54.jpg	21.37204135209322	21.769616985693574	2.0	def	faces	adult	adult-54.jpg	6.0	0.3975756336003542	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-43.jpg	21.87014402868226	22.271608328912407	2.0	def	faces	adult	adult-43.jpg	7.0	0.4014643002301455	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-6.jpg	22.371204304043204	22.77142098499462	2.0	def	faces	adult	adult-6.jpg	8.0	0.4002166809514165	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-133.jpg	22.869823642075065	23.270822581835088	2.0	def	faces	adult	adult-133.jpg	9.0	0.4009989397600293	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-126.jpg	23.35474908072501	23.754782888107	2.0	def	faces	adult	adult-126.jpg	10.0	0.4000338073819876	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-88.jpg	23.85459428373724	24.254783734679226	2.0	def	faces	adult	adult-88.jpg	11.0	0.4001894509419799	False		
rest		24.27083832304925		3.0	def	baseline							
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-101.jpg	30.32070103194565	30.72181175090373	4.0	def	characters	word	word-101.jpg	0.0	0.4011107189580798	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-37.jpg	30.80450350698084	31.204387129750103	4.0	def	characters	word	word-37.jpg	1.0	0.3998836227692664	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-104.jpg	31.30438172770664	31.70500840712339	4.0	def	characters	word	word-104.jpg	2.0	0.4006266794167459	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-7.jpg	31.804968507029123	32.20444735279307	4.0	def	characters	word	word-7.jpg	3.0	0.3994788457639515	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-23.jpg	32.303458261769265	32.70580962393433	4.0	def	characters	word	word-23.jpg	4.0	0.4023513621650636	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-8.jpg	32.787121994886554	33.18881532875821	4.0	def	characters	word	word-8.jpg	5.0	0.4016933338716626	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-51.jpg	33.287405845709145	33.689269302878536	4.0	def	characters	word	word-51.jpg	6.0	0.40186345716938376	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-61.jpg	33.7878959919326	34.18741682497784	4.0	def	characters	word	word-61.jpg	7.0	0.3995208330452442	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-120.jpg	34.28807838773355	34.68795390194282	4.0	def	characters	word	word-120.jpg	8.0	0.3998755142092705	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-50.jpg	34.787730688694865	35.18766530696303	4.0	def	characters	word	word-50.jpg	9.0	0.399934618268162	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-129.jpg	35.285923862829804	35.68707039300352	4.0	def	characters	word	word-129.jpg	10.0	0.4011465301737189	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-41.jpg	35.771507411729544	36.17037562094629	4.0	def	characters	word	word-41.jpg	11.0	0.3988682092167437	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/car/car-30.jpg	36.271259483881295	36.67100826790556	5.0	def	objects	car	car-30.jpg	0.0	0.3997487840242684	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/car/car-138.jpg	36.767434060107924	37.1715938737616	5.0	def	objects	car	car-138.jpg	1.0	0.4041598136536777	False		
keypress		36.72539907786995			def							21.803828968200836	OneBack
