subject	session	run	hit	miss	false_alarm	correct_rej	old	new	rate_hit_minus_FA	dprime	rt_hit	rt_miss	rt_FA	rt_CR	diff_rt_hit_minus_FA	hit_within	hit_between	hit_within_between	hit_between_within	miss_within	miss_between	miss_within_between	miss_between_within	old_within	old_between	old_within_between	old_between_within	rate_Hwith_min_FA	rate_Hbetw_min_FA	rate_Hwith_betw_min_FA	rate_Hbetw_with_min_FA	rt_hit_within	rt_hit_between	rt_hit_within_between	rt_hit_between_within	diff_rt_Hwith_min_Hbetw	rt_miss_within	rt_miss_between	rt_miss_within_between	rt_miss_between_within	hit_loConf	hit_hiConf	miss_loConf	miss_hiConf	FA_loConf	FA_hiConf	CR_loConf	CR_hiConf	dprime_hiConf	rt_hit_loConf	rt_hit_hiConf	rt_miss_loConf	rt_miss_hiConf	diff_rt_hitHC_minus_hitLC	rt_FA_loConf	rt_FA_hiConf	rt_CR_loConf	rt_CR_hiConf	hit_within_loConf	hit_between_loConf	hit_within_hiConf	hit_between_hiConf	hit_within_between_loConf	hit_between_within_loConf	hit_within_between_hiConf	hit_between_within_hiConf	miss_within_loConf	miss_between_loConf	miss_within_hiConf	miss_between_hiConf	miss_within_between_loConf	miss_between_within_loConf	miss_within_between_hiConf	miss_between_within_hiConf	rt_hit_within_loConf	rt_hit_between_loConf	rt_hit_within_hiConf	rt_hit_between_hiConf	rt_hit_within_between_loConf	rt_hit_between_within_loConf	rt_hit_within_between_hiConf	rt_hit_between_within_hiConf	rt_miss_within_loConf	rt_miss_between_loConf	rt_miss_within_hiConf	rt_miss_between_hiConf	rt_miss_within_between_loConf	rt_miss_between_within_loConf	rt_miss_within_between_hiConf	rt_miss_between_within_hiConf
sub-01	ses-002	run-1	25	15	1	18	40	19	0.5723684210526316	1.938495622602645	1.8882184410095229	2.735307655334474	3.16254894256592	2.5914951001273274	-1.2743305015563973	6	5	8	6	0	9	6	0	6	14	14	6	0.9473684210526316	0.30451127819548873	0.518796992481203	0.9473684210526316	1.2711699628829927	2.7221568317413345	2.3485488390922526	1.19654439608257	-1.4509868688583418		2.3755361207326238	3.2749649572372497		9	16	15	0	1	0	15	3	1.684584407717029	2.812156214184233	1.3685034435987482	2.735307655334474		-1.4436527705854847	3.16254894256592		2.5761668593088793	2.668136304219568	0	4	6	1	5	0	3	6	0	9	0	0	6	0	0	0		2.8352245116233856	1.2711699628829927	2.269886112213129	2.793701576232911		1.6066276105244885	1.19654439608257		2.3755361207326238			3.2749649572372497			
sub-01	ses-002	run-2	30	10	0	20	40	20	0.75	2.634453734736136	1.6887969560623204	2.4451907615661646		2.4666215257644626		8	5	9	8	0	7	3	0	8	12	12	8	1.0	0.4166666666666667	0.75	1.0	1.1824031960964234	2.428901554107669	2.162663727866286	1.1995252239704142	-1.2464983580112454		2.269165228434974	2.8559170055389416		10	20	8	2	0	0	17	3	1.9599639845400545	2.2599710645675684	1.4032099018096966	2.359578831195834	2.7876384830474876	-0.8567611627578717			2.4863690998974954	2.3547186056772773	0	3	8	2	7	0	2	8	0	5	0	2	3	0	0	0		2.4366542847951274	1.1824031960964234	2.4172724580764804	2.184249684470043		2.087112879753135	1.1995252239704142		2.061775926589969		2.7876384830474876	2.8559170055389416			
sub-01	ses-002	run-3	28	12	0	20	40	20	0.7	2.4843644972480954	1.4745149803161641	2.547155985037484		2.47263538503647		10	3	5	10	0	7	5	0	10	10	10	10	1.0	0.3	0.5	1.0	1.2881896934509292	1.9014689127604167	2.1706713027954123	1.1846759262084998	-0.6132792193094876		2.588072203227451	2.4898732795715306		5	23	9	3	0	0	18	2	2.149082410812847	2.2604433021545414	1.3036609973078215	2.4758457840813524	2.7610865879058792	-0.9567823048467199			2.5083584928512597	2.151127414703364	0	1	10	2	4	0	1	10	0	5	0	2	4	0	1	0		1.7557238292694135	1.2881896934509292	1.9743414545059181	2.386623170375824		1.3068638324737665	1.1846759262084998		2.545150712966921		2.695375928878775	2.389214622974391		2.892507905960088	
sub-01	ses-002	run-4	32	8	1	18	40	19	0.7473684210526317	2.461477492211184	1.591042699813844	2.285954478979113	2.7558201408386225	2.4015743907292686	-1.1647774410247784	10	4	8	10	0	6	2	0	10	10	10	10	0.9473684210526316	0.3473684210526316	0.7473684210526317	0.9473684210526316	1.352345140457151	1.9045188784599283	2.1721767294406877	1.2394425640106288	-0.5521737380027774		2.332805097897847	2.1454026222229103		8	24	6	2	1	0	9	9	2.1912786139886284	1.911192013025282	1.4843262620766982	2.3172129535675072	2.1921790552139306	-0.4268657509485838	2.7558201408386225		2.545902438693576	2.2572463427649607	0	2	10	2	5	1	3	9	0	4	0	2	2	0	0	0		1.8037197065353325	1.352345140457151	2.005318050384524	2.276436737060544	0.2999130058288699	1.9984100500742603	1.3438347371419352		2.403118119239806		2.1921790552139306	2.1454026222229103			
sub-01	ses-002	run-5	29	11	1	19	40	20	0.6749999999999999	2.242613752993951	1.679972663747853	2.5754402689500315	3.730990905761729	2.2419178842243417	-2.051018242013876	11	1	5	12	1	7	3	0	12	8	8	12	0.8666666666666666	0.075	0.575	0.95	1.636353256052189	3.1950900077819853	1.9582673110961935	1.4777412390708922	-1.5587367517297963	3.843635940551764	2.3033290467943486	2.7876345634460478		4	25	10	1	1	0	14	5	2.2786033485044297	2.890318398475646	1.486317346191406	2.6745706071853665	1.5841368865966814	-1.4040010522842399	3.730990905761729		2.33814782142639	1.9724740600586066	1	1	10	0	2	0	3	12	1	6	0	1	3	0	0	0	3.1626868534088146	3.1950900077819853	1.4837198963165261		2.601748366355892		1.529279940923061	1.4777412390708922	3.843635940551764	2.423194406827293		1.5841368865966814	2.7876345634460478			
sub-01	ses-002	run-6	32	6	1	19	38	20	0.7921052631578946	2.6480015946140067	1.67320425987244	2.815559220314024	2.695535926818848	2.1019881429170297	-1.022331666946408	14	2	2	14	0	4	2	0	14	6	4	14	0.95	0.2833333333333333	0.45	0.95	1.705078173364916	2.5737328815460288	1.8066593742370571	1.493618384088791	-0.8686547081811127		2.6437763977050786	3.159124865531915		6	26	6	0	1	0	17	2	2.439469637871005	2.596100840568546	1.4602281258656462	2.815559220314024		-1.1358727147029	2.695535926818848		2.105846943574792	2.069188337326053	2	1	12	1	1	2	1	12	0	4	0	0	2	0	0	0	2.8462493181228723	2.8796008014679018	1.5148829825719234	2.267864961624156	2.2880427837371826	2.358231410980224	1.3252759647369317	1.349516212940219		2.6437763977050786			3.159124865531915			
sub-01	ses-003	run-2	28	11	2	18	39	20	0.617948717948718	1.8583101300523983	1.604920677798135	2.695733637376269	2.8881620454788184	2.303312820858428	-1.2832413676806833	8	5	7	8	0	7	4	0	8	12	11	8	0.9	0.31666666666666665	0.5363636363636364	0.9	1.090749109983451	2.2046351814269984	2.2042297295161637	1.219875260591504	-1.1138860714435475		2.5594494574410587	2.9342309522628867		9	19	11	0	2	0	10	8	1.927822191212716	2.3131264474656796	1.269454786902982	2.695733637376269		-1.0436716605626977	2.8881620454788184		2.509114778518677	2.0460603737831162	0	4	8	1	5	0	2	8	0	7	0	0	4	0	0	0		2.295389997959133	1.090749109983451	1.841615915298462	2.3273156070709176		1.8965150356292781	1.219875260591504		2.5594494574410587			2.9342309522628867			
sub-01	ses-003	run-3	32	8	0	20	40	20	0.8	2.801585218112969	1.458561251461505	2.5944161128997787		2.4242123250961365		10	5	7	10	0	5	3	0	10	10	10	10	1.0	0.5	0.7	1.0	1.2530058650970446	1.9947670211792001	1.849613343647547	1.1222772884368886	-0.7417611560821555		2.668809295654296	2.4704274749755832		5	27	8	0	0	0	12	8	2.413726174709934	2.1168831100463827	1.3366497961680093	2.5944161128997787		-0.7802333138783735			2.4170804540316353	2.434910131692888	1	1	9	4	3	0	4	10	0	5	0	0	3	0	0	0	1.733820934295636	2.6551327896118195	1.1995819685194233	1.8296755790710453	2.0651539421081524		1.6879578948020928	1.1222772884368886		2.668809295654296			2.4704274749755832			
sub-01	ses-003	run-4	25	15	1	19	40	20	0.575	1.963492990915848	1.569600452423096	2.527631648381555	3.852323970794657	2.400498392205491	-2.2827235183715606	10	2	4	9	0	8	6	1	10	10	10	10	0.95	0.15000000000000002	0.35000000000000003	0.85	1.2822177038192755	2.7200169038772586	2.4515758919715918	1.241277432971529	-1.4377992000579831		2.5977167773246785	2.5526186037063674	1.8170288848876908	5	20	12	3	0	1	13	6	1.6448536269514729	2.6676530780792262	1.2950872960090634	2.56151957670848	2.3920799350738537	-1.3725657820701629		3.852323970794657	2.5179288467994123	2.1460657405853283	0	2	10	0	3	0	1	9	0	6	0	2	5	1	1	0		2.7200169038772586	1.2822177038192755		2.632743860880538		1.908071985244753	1.241277432971529		2.6313397185007745		2.4968479537963892	2.6266335449218845	1.8170288848876908	2.1825438976287828	
sub-01	ses-003	run-5	30	10	2	17	40	19	0.6447368421052632	1.9266092704613014	1.6788432569503804	2.2953687067031887	3.037631907463073	2.4769327101987955	-1.3587886505126925	11	3	4	12	1	5	4	0	12	8	8	12	0.8114035087719298	0.26973684210526316	0.39473684210526316	0.8947368421052632	1.7854222219640574	2.2443412685394333	1.9935971069335938	1.3348534194628423	-0.45891904657537586	2.576294841766355	2.278332324981693	2.2464326500892664		7	23	9	1	2	0	15	2	2.127049937125621	2.3004140445164256	1.489669538995497	2.367940342161394	1.6422239875793423	-0.8107445055209286	3.037631907463073		2.5185516923268634	2.164790344238284	1	3	10	0	2	1	2	11	1	4	0	1	4	0	0	0	3.2108309459686097	2.2443412685394333	1.642881349563602		2.213481292724609	1.7320809745788497	1.7737129211425788	1.2987418235432053	2.576294841766355	2.437359409332281		1.6422239875793423	2.2464326500892664			
