session	run	framewise_displacement	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
01	1		0.0	0.309265	0.0300548	0.000633282	-0.0	0.0
01	1	0.0294268	0.0	0.331066	0.0291662	0.000498538	-0.0	0.0
01	1	0.06605655	0.0	0.273735	0.0217	0.000473351	-0.0	0.0
01	1	0.0746018999999999	0.0	0.348292	0.0217449	0.000473351	-0.0	0.0
01	1	0.2153213	0.0	0.146112	0.0223862	0.000223351	-0.0	0.0
01	1	0.1344407	0.0	0.267087	0.0214205	0.000473351	-0.0	0.0
01	1	0.1153751	0.0	0.380464	0.0194224	0.000473351	-0.0	0.0
01	1	0.0295965999999999	0.0	0.408363	0.02112	0.000473351	-0.0	0.0
01	1	0.0102184	0.0	0.416876	0.0228254	0.000473351	-0.0	0.0
01	1	0.0195626	0.0	0.398787	0.0213518	0.000473351	-0.0	0.0
01	1	0.0535401431354	4.31354e-08	0.351354	0.019625	0.000385745	-0.0	0.0
01	1	0.0562845431354	0.0	0.306375	0.0164392	0.000223351	-0.0	0.0
01	1	0.0405181	0.0	0.270052	0.0122441	0.000223351	-0.0	0.0
01	1	0.099036255	0.0	0.193551	0.00274039	-3.72799e-05	-0.0	0.0
01	1	0.10540539	0.0	0.294377	0.00633331	-5.70093e-05	-0.0	0.0
01	1	0.072777975	0.0	0.361462	0.0083466	-0.000130603	-0.0	0.0
01	1	0.31298455	0.0	0.102699	0.0251724	-0.000878518	-0.0	0.0
01	1	0.17655871	0.0	0.215392	0.00142021	-7.62476e-05	-0.0	0.0
01	1	0.27636852	0.0	0.468162	0.0100388	0.000223351	-0.0	0.0
01	1	0.392732	0.0	0.147983	0.0258421	-0.000911643	-0.0	0.0
01	1	0.241434806	0.0	0.321367	0.0006588589999999	-5.42917e-05	-0.0	0.0
01	1	0.221834959	0.0	0.539643	-0.00139945	-2.42787e-05	-0.0	0.0
01	1	0.360574615	0.0	0.256966	0.0294409	-0.000965424	-0.0	0.0
01	1	0.1062493499999999	0.0	0.316286	0.010801	-0.000399635	-0.0	0.0
01	1	0.0563270299999999	0.0	0.367737	0.0087096199999999	-0.000343942	-0.0	0.0
