subject	session	TrialNumber	image_path	condition	image_nr	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_image_nr	things_exemplar_nr	subcondition	repetition	run	onset	duration	response_mapping_flip_h	response_mapping_flip_v	onset_flip	offset_flip	keypresses	response	response_txt	error	response_confidence	response_time	duration_flip	ran	order	session_trial_time	atypical	atypical_log	exclude_session	delay_days	delay_seconds	trials_since_lastrep
03	ses-009	1	images_fmri/soda_fountain/soda_fountain_02s.jpg	seen	6950	580	2	None	1492.0	21114.0	2.0	seen-between	2	2	3.0	2.98	True	True	2.977066993713379	5.959971904754639	[['y', 5.062577962875366], ['x', 6.08301305770874]]	1.0	seen	False	False	2.062577962875366	2.98290491104126	1.0	0.0	1623864761.6001	False		False	7.0	0.0	137.0
03	ses-009	2	images_fmri/woman/woman_02s.jpg	seen	8546	713	2	None	1833.0	25808.0	2.0	seen-within-between	3	2	7.47	2.98	True	True	7.459985971450806	10.42711901664734	[['x', 9.62474799156189]]	-1.0	unseen	True	False	2.15474799156189	2.967133045196533	1.0	1.0	1623864766.0830	False		False	7.0	0.0	342.0
03	ses-009	3	images_fmri/cheese/cheese_02s.jpg	unseen	1598	134	2	None	313.0	4550.0	2.0	unseen-within	1	2	11.94	2.98	False	True	11.926514863967896	14.89354681968689	[['y', 14.137601852416992]]	-2.0	unseen	False	True	2.1976018524169927	2.967031955718994	1.0	2.0	1623864770.5495	False		False			
03	ses-009	4	images_fmri/shower/shower_02s.jpg	seen	6710	560	2	None	1434.0	20328.0	2.0	seen-between	2	2	16.41	2.98	False	True	16.393515825271606	19.376354932785038	[['a', 17.842530012130737]]	1.0	seen	False	False	1.4325300121307372	2.982839107513428	1.0	3.0	1623864775.0165	False		False	7.0	0.0	417.0
03	ses-009	5	images_fmri/parsley/parsley_02n.jpg	unseen	5366	448	2	None	1123.0	15993.0	2.0	unseen-between	1	2	20.88	2.98	False	False	20.86012601852417	23.84290099143982	[['b', 22.6288800239563]]	-1.0	unseen	False	False	1.7488800239562998	2.9827749729156494	1.0	4.0	1623864779.4831	False		False			
03	ses-009	6	images_fmri/cymbal/cymbal_02s.jpg	unseen	2330	195	2	None	469.0	6792.0	2.0	unseen-within	1	2	25.35	2.98	True	False	25.32689881324768	28.309414863586422	[['y', 27.285522937774658]]	1.0	seen	True	False	1.9355229377746568	2.982516050338745	1.0	5.0	1623864783.9499	False		False			
03	ses-009	7	images_fmri/axe/axe_02n.jpg	seen	254	22	2	None	46.0	634.0	2.0	seen-within-between	3	2	29.82	2.98	True	False	29.79320001602173	32.776371002197266	[['y', 31.316418886184692]]	1.0	seen	False	False	1.496418886184692	2.983170986175537	1.0	6.0	1623864788.4162	False		False	7.0	0.0	174.0
03	ses-009	8	images_fmri/bumper/bumper_02s.jpg	unseen	1118	94	2	None	220.0	3294.0	2.0	unseen-between	1	2	34.29	2.98	True	True	34.27597689628601	37.24293303489685	[['a', 35.738702058792114]]	-2.0	unseen	False	True	1.448702058792115	2.96695613861084	1.0	7.0	1623864792.8990	False		False			
03	ses-009	9	images_fmri/caterpillar/caterpillar_02s.jpg	unseen	1490	125	2	None	287.0	4187.0	2.0	unseen-between	1	2	38.76	2.98	False	False	38.74290990829468	41.725735902786255	[['y', 40.22460103034973]]	-2.0	unseen	False	True	1.4646010303497334	2.982825994491577	1.0	8.0	1623864797.3659	False		False			
03	ses-009	10	images_fmri/alligator/alligator_02s.jpg	seen	50	5	2	None	13.0	179.0	2.0	seen-between	2	2	43.23	2.98	False	False	43.21232080459595	46.19449591636658	[['b', 45.333667039871216]]	-1.0	unseen	True	False	2.103667039871219	2.98217511177063	1.0	9.0	1623864801.8353	False		False	7.0	0.0	191.0
03	ses-009	11	images_fmri/projector/projector_02s.jpg	unseen	5966	498	2	None	1243.0	17675.0	2.0	unseen-within	1	2	47.7	2.98	False	True	47.680240869522095	50.66245698928833	[['x', 48.910364866256714], ['y', 49.621747970581055]]	-1.0	unseen	False	False	1.210364866256711	2.982216119766236	1.0	10.0	1623864806.3032	False		False			
03	ses-009	12	images_fmri/pencil/pencil_02s.jpg	seen	5462	456	2	None	1143.0	16258.0	2.0	seen-between-within	3	2	52.17	2.98	True	True	52.15112400054932	55.133145809173584	[['b', 53.08846998214722]]	2.0	seen	False	True	0.9184699821472152	2.982021808624268	1.0	11.0	1623864810.7741	False		False	0.0	399.02789998054504	68.0
03	ses-009	13	images_fmri/shower/shower_02s.jpg	seen	6710	560	2	None	1434.0	20328.0	2.0	seen-between-within	3	2	56.64	2.98	False	False	56.63092994689941	59.59692597389221	[['x', 57.54730296134949]]	2.0	seen	False	True	0.9073029613494868	2.965996026992798	1.0	12.0	1623864815.2539	False		False	0.0	40.23740005493164	9.0
03	ses-009	14	images_fmri/sushi/sushi_02s.jpg	seen	7382	616	2	None	1589.0	22437.0	2.0	seen-within	2	2	61.11	2.98	False	False	61.0978000164032	64.07973003387451	[['x', 61.93132996559143]]	2.0	seen	False	True	0.8213299655914312	2.981930017471313	1.0	13.0	1623864819.7208	False		False	0.0	327.5095999240875	52.0
03	ses-009	15	images_fmri/wheelchair/wheelchair_02s.jpg	seen	8438	704	2	None	1809.0	25477.0	2.0	seen-within-between	3	2	65.58	2.98	True	True	65.56142497062683	68.54387283325195	[['b', 67.06738901138306]]	2.0	seen	False	True	1.4873890113830583	2.982447862625122	1.0	14.0	1623864824.1844	False		False	7.0	0.0	344.0
03	ses-009	16	images_fmri/comb/comb_02s.jpg	seen	1934	162	2	None	390.0	5612.0	2.0	seen-between-within	3	2	70.05	2.98	False	True	70.03344893455505	73.01619100570679	[['b', 70.91120886802673]]	2.0	seen	False	True	0.8612088680267362	2.9827420711517334	1.0	15.0	1623864828.6564	False		False	0.0	340.9301998615265	55.0
03	ses-009	17	images_fmri/dashboard/dashboard_02s.jpg	unseen	2342	196	2	None	476.0	6885.0	2.0	unseen-between	1	2	74.52	2.98	False	True	74.49918389320374	77.4774239063263	[['a', 76.61873698234558]]	1.0	seen	True	False	2.098736982345585	2.9782400131225586	1.0	16.0	1623864833.1222	False		False			
03	ses-009	18	images_fmri/projector/projector_02s.jpg	seen	5966	498	2	None	1243.0	17675.0	2.0	seen-within	2	2	78.99	2.98	False	True	78.98248100280762	81.94988989830017	[['b', 79.96008896827698]]	2.0	seen	False	True	0.9700889682769828	2.9674088954925537	1.0	17.0	1623864837.6055	False		False	0.0	31.302299976348877	7.0
03	ses-009	19	images_fmri/eggbeater/eggbeater_02s.jpg	unseen	2726	228	2	None	549.0	7963.0	2.0	unseen-between	1	2	83.46	2.98	False	True	83.44480085372925	86.42764592170715	[['y', 84.75543689727783]]	-2.0	unseen	False	True	1.2954368972778385	2.9828450679779053	1.0	18.0	1623864842.0678	False		False			
03	ses-009	20	images_fmri/plate/plate_02s.jpg	unseen	5690	475	2	None	1198.0	17026.0	2.0	unseen-within	1	2	87.92999999999998	2.98	False	False	87.9147379398346	90.89424681663512	[['y', 89.32604503631592]]	-2.0	unseen	False	True	1.3960450363159396	2.979508876800537	1.0	19.0	1623864846.5377	False		False			
03	ses-009	21	images_fmri/refrigerator/refrigerator_02s.jpg	seen	6206	518	2	None	1301.0	18518.0	2.0	seen-between	2	2	92.4	2.98	False	False	92.3817539215088	95.35969400405884	[['y', 93.88639497756958]]	-2.0	unseen	True	True	1.4863949775695744	2.977940082550049	1.0	20.0	1623864851.0047	False		False	7.0	0.0	397.0
03	ses-009	22	images_fmri/shirt/shirt_02s.jpg	unseen	6674	557	2	None	1423.0	20181.0	2.0	unseen-within	1	2	96.87	2.98	True	False	96.8636758327484	99.83049988746644	[['a', 98.2623679637909]]	-2.0	unseen	False	True	1.392367963790889	2.9668240547180176	1.0	21.0	1623864855.4867	False		False			
03	ses-009	23	images_fmri/man/man_02s.jpg	seen	4562	381	2	None	964.0	13739.0	2.0	seen-within-between	3	2	101.34	2.98	True	True	101.32752895355225	104.31368398666382	[['a', 102.47733783721924]]	-2.0	unseen	True	True	1.1373378372192349	2.9861550331115723	1.0	22.0	1623864859.9505	False		False	7.0	0.0	83.0
03	ses-009	24	images_fmri/tuxedo/tuxedo_02s.jpg	seen	8066	673	2	None	1739.0	24507.0	2.0	seen-between-within	3	2	105.81	2.98	False	True	105.79644894599916	108.7816288471222	[['b', 106.74308204650879]]	2.0	seen	False	True	0.9330820465087868	2.985179901123047	1.0	23.0	1623864864.4194	False		False	0.0	331.9891998767853	53.0
03	ses-009	25	images_fmri/blazer/blazer_02s.jpg	seen	710	60	2	None	138.0	2101.0	2.0	seen-within-between	3	2	110.28	2.98	False	False	110.26413893699646	113.24296689033508	[['x', 112.47549390792847]]	2.0	seen	False	True	2.1954939079284657	2.978827953338623	1.0	24.0	1623864868.8871	False		False	7.0	0.0	117.0
03	ses-009	26	images_fmri/coin/coin_02s.jpg	seen	1910	160	2	None	386.0	5552.0	2.0	seen-between	2	2	114.75	2.98	False	True	114.72958397865295	117.70927381515504	[['a', 116.92784786224365]]	1.0	seen	False	False	2.1778478622436523	2.979689836502075	1.0	25.0	1623864873.3526	False		False	7.0	0.0	268.0
03	ses-009	27	images_fmri/napkin_ring/napkin_ring_02s.jpg	seen	5018	419	2	None	1052.0	14975.0	2.0	seen-between	2	2	119.22	2.98	False	True	119.2122278213501	122.17973399162292	[['x', 121.30934286117554], ['a', 122.94786787033081]]	-1.0	unseen	True	False	2.0893428611755382	2.967506170272827	1.0	26.0	1623864877.8352	False		False	7.0	0.0	309.0
03	ses-009	28	images_fmri/bandage/bandage_02s.jpg	seen	374	32	2	None	67.0	994.0	2.0	seen-within-between	3	2	123.69	2.98	True	True	123.67627596855164	126.66025495529176	[['y', 125.62267684936523]]	1.0	seen	False	False	1.9326768493652369	2.9839789867401123	1.0	27.0	1623864882.2993	False		False	7.0	0.0	126.0
03	ses-009	29	images_fmri/anvil/anvil_02s.jpg	seen	170	15	2	None	29.0	393.0	2.0	seen-between	2	2	128.16	2.98	True	False	128.1434588432312	131.12569189071655	[['x', 129.60597395896912]]	2.0	seen	False	True	1.4459739589691196	2.982233047485352	1.0	28.0	1623864886.7664	False		False	7.0	0.0	234.0
03	ses-009	30	images_fmri/ribbon/ribbon_02s.jpg	seen	6266	523	2	None	1309.0	18632.0	2.0	seen-between	2	2	132.63	2.98	True	False	132.614403963089	135.59207201004028	[['a', 134.4506540298462]]	-2.0	unseen	True	True	1.820654029846196	2.977668046951294	1.0	29.0	1623864891.2374	False		False	7.0	0.0	256.0
