subject	session	TrialNumber	image_path	condition	image_nr	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_image_nr	things_exemplar_nr	subcondition	repetition	run	onset	duration	response_mapping_flip_h	response_mapping_flip_v	onset_flip	offset_flip	keypresses	response	response_txt	error	response_confidence	response_time	duration_flip	ran	order	session_trial_time	atypical	atypical_log	exclude_session	delay_days	delay_seconds	trials_since_lastrep
06	ses-027	1	images_fmri/hip/hip_01b.jpg	seen	3769	315	1	None	781.0	11172.0	1.0	seen-within	2	6	3.0	2.98	True	False	3.001658952998696	5.983922404993791	[['x', 3.932964081002865]]	2.0	seen	False	True	0.932964081002865	2.9822634519950952	1.0	0.0	157114.1668	False		False	0.0	594.752999999997	85.0
06	ses-027	2	images_fmri/space_shuttle/space_shuttle_01b.jpg	seen	7009	585	1	None	1502.0	21246.0	1.0	seen-between-within	3	6	7.47	2.98	False	True	7.466571789002046	10.446365871001037	[['b', 9.298961093998514]]	2.0	seen	False	True	1.8289610939985144	2.979794081998989	1.0	1.0	157118.6317	False		False	0.0	143.04569999998785	8.0
06	ses-027	3	images_fmri/chest1/chest1_01b.jpg	seen	1645	138	1	None	320.0	4641.0	1.0	seen-between-within	3	6	11.94	2.98	True	False	11.934071027993925	14.913846862007633	[['x', 13.448214412987]]	2.0	seen	False	True	1.508214412987	2.979775834013708	1.0	2.0	157123.0992	False		False	0.0	558.9864999999991	77.0
06	ses-027	4	images_fmri/oyster/oyster_01b.jpg	unseen	5209	435	1	None	1093.0	15560.0	1.0	unseen-between	1	6	16.41	2.98	False	True	16.416540620994056	19.3802064069896	[['y', 18.72404666300281]]	-2.0	unseen	False	True	2.3140466630028094	2.963665785995545	1.0	3.0	157127.5817	False		False			
06	ses-027	5	images_fmri/guacamole/guacamole_01b.jpg	unseen	3493	292	1	None	720.0	10311.0	1.0	unseen-between	1	6	20.88	2.98	False	False	20.881172508001328	23.863902674987912	[['y', 23.33128082298208]]	-2.0	unseen	False	True	2.4512808229820813	2.9827301669865847	1.0	4.0	157132.0463	False		False			
06	ses-027	6	images_fmri/scone/scone_01b.jpg	unseen	6517	544	1	None	1381.0	19609.0	1.0	unseen-between	1	6	25.35	2.98	True	True	25.346944062999683	28.331253782002022	[['a', 28.021021444990765]]	-2.0	unseen	False	True	2.671021444990764	2.98430971900234	1.0	5.0	157136.5121	False		False			
06	ses-027	7	images_fmri/mousetrap/mousetrap_01b.jpg	seen	4945	413	1	None	1030.0	14679.0	1.0	seen-between	2	6	29.82	2.98	True	True	29.812612592009827	32.796052625984885	[['b', 31.374040350987343]]	2.0	seen	False	True	1.5540403509873428	2.9834400339750573	1.0	6.0	157140.9778	False		False	7.0	0.0	419.0
06	ses-027	8	images_fmri/train/train_01b.jpg	unseen	7921	661	1	None	1699.0	23968.0	1.0	unseen-between	1	6	34.29	2.98	False	True	34.28204412199557	37.263062671001535	[['y', 36.95441183599178]]	-2.0	unseen	False	True	2.6644118359917783	2.981018549005966	1.0	7.0	157145.4472	False		False			
06	ses-027	9	images_fmri/thermostat/thermostat_01b.jpg	unseen	7657	639	1	None	1649.0	23282.0	1.0	unseen-between	1	6	38.76	2.98	False	True	38.7641878919967	41.73028158099624	[['a', 41.65964503699797]]	1.0	seen	True	False	2.899645036997974	2.9660936889995355	1.0	8.0	157149.9293	False		False			
06	ses-027	10	images_fmri/banana_split/banana_split_01b.jpg	seen	361	31	1	None	66.0	978.0	1.0	seen-between	2	6	43.23	2.98	True	False	43.22910133600817	46.213521378987934	[['y', 45.15250721600023]]	1.0	seen	False	False	1.922507216000234	2.984420042979764	1.0	9.0	157154.3943	False		False	7.0	0.0	363.0
06	ses-027	11	images_fmri/sundial/sundial_01b.jpg	unseen	7357	614	1	None	1584.0	22361.0	1.0	unseen-between	1	6	47.7	2.98	False	True	47.69553192800959	50.67998279898893	[['a', 50.059745957987616]]	1.0	seen	True	False	2.359745957987613	2.9844508709793445	1.0	10.0	157158.8607	False		False			
