trial_type	image_path	onset	offset	block	task_version	category	subcategory	image_num	block_trial	duration	target
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-139.jpg	6.467985905939712	6.8670810458716005	0	def	faces	adult	adult-139.jpg	0.0	0.3990951399318874	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-139.jpg	6.9686829859856525	7.3657072158530354	0	def	faces	adult	adult-139.jpg	1.0	0.39702422986738384	True
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-140.jpg	7.468372812028973	7.8678598089609295	0	def	faces	adult	adult-140.jpg	2.0	0.3994869969319552	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-67.jpg	7.963363145943731	8.36738222790882	0	def	faces	adult	adult-67.jpg	3.0	0.4040190819650888	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-109.jpg	8.467268534004686	8.86653872905299	0	def	faces	adult	adult-109.jpg	4.0	0.3992701950483024	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-5.jpg	8.94955753791146	9.35174561990425	0	def	faces	adult	adult-5.jpg	5.0	0.4021880819927901	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-66.jpg	9.450943052070217	9.852092860033736	0	def	faces	adult	adult-66.jpg	6.0	0.4011498079635203	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-64.jpg	9.950892925029619	10.351718254853038	0	def	faces	adult	adult-64.jpg	7.0	0.40082532982341945	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-122.jpg	10.449865886010231	10.849673371063542	0	def	faces	adult	adult-122.jpg	8.0	0.39980748505331576	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-34.jpg	10.951931159943342	11.34970198594965	0	def	faces	adult	adult-34.jpg	9.0	0.3977708260063082	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-70.jpg	11.434023953974247	11.834534510970116	0	def	faces	adult	adult-70.jpg	10.0	0.4005105569958687	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-2.jpg	11.935005941893904	12.334583610063419	0	def	faces	adult	adult-2.jpg	11.0	0.3995776681695133	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-48.jpg	12.43490998703055	12.833916798001153	1	def	characters	word	word-48.jpg	0.0	0.3990068109706044	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-126.jpg	12.93258178886026	13.33298697997816	1	def	characters	word	word-126.jpg	1.0	0.4004051911178976	False
