trial_type	image_path	onset	offset	block	task_version	category	subcategory	image_num	block_trial	duration	target
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/55/79/MD5E-s149336--8bcdcc9491fe9ed6b9f689f507416719.jpg/MD5E-s149336--8bcdcc9491fe9ed6b9f689f507416719.jpg	11.431646473007277	11.831620801007375	0	def	places	house	house-xx.jpg	10.0	0.3999743280000985	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/4v/Jp/MD5E-s119006--28dacd7fd9683895678fc09bf9869250.jpg/MD5E-s119006--28dacd7fd9683895678fc09bf9869250.jpg	11.931658808025535	12.331680655013768	0	def	places	house	house-xx.jpg	11.0	0.4000218469882384	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/MX/mJ/MD5E-s121192--9921250a8b2500510223a83d19cbf0ba.jpg/MD5E-s121192--9921250a8b2500510223a83d19cbf0ba.jpg	12.431646012002602	12.831608457956465	1	def	bodies	body	body-xx.jpg	0.0	0.3999624459538609	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/3m/kg/MD5E-s146118--5f408eb59a6873c6397377e68608e522.jpg/MD5E-s146118--5f408eb59a6873c6397377e68608e522.jpg	12.931623982964087	13.331642078002913	1	def	bodies	body	body-xx.jpg	1.0	0.4000180950388312	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/v4/xv/MD5E-s142532--af74f80464579c65ea9b99efea5e3c96.jpg/MD5E-s142532--af74f80464579c65ea9b99efea5e3c96.jpg	13.414992915932087	13.814960008952768	1	def	bodies	body	body-xx.jpg	2.0	0.3999670930206776	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-88.jpg	13.914890666026624	14.314872981980445	1	def	bodies	body	body-88.jpg	3.0	0.39998231595382094	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/mf/3x/MD5E-s128461--47c4265a73f94287f07bf4c6b346800f.jpg/MD5E-s128461--47c4265a73f94287f07bf4c6b346800f.jpg	14.414913394954054	14.814891100977547	1	def	bodies	body	body-xx.jpg	4.0	0.3999777060234919	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-43.jpg	14.914894393994471	15.314863645937296	1	def	bodies	body	body-43.jpg	5.0	0.3999692519428209	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/68/x9/MD5E-s126820--c3944ccfab4a6e129e7bdf121093ea0c.jpg/MD5E-s126820--c3944ccfab4a6e129e7bdf121093ea0c.jpg	15.414919527946038	15.814875972922893	1	def	bodies	body	body-xx.jpg	6.0	0.39995644497685134	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/FW/47/MD5E-s132233--3eaecfa088bf20b012f6217dc945b39c.jpg/MD5E-s132233--3eaecfa088bf20b012f6217dc945b39c.jpg	15.898179620970039	16.298163997940723	1	def	bodies	body	body-xx.jpg	7.0	0.39998437697067857	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-97.jpg	16.398198765004057	16.7981427279301	1	def	bodies	body	body-97.jpg	8.0	0.39994396292604506	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-84.jpg	16.898260271991607	17.29820103291422	1	def	bodies	body	body-84.jpg	9.0	0.3999407609226182	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/3M/8q/MD5E-s118024--e3ab49d0f4159a6bde28e3086e99f626.jpg/MD5E-s118024--e3ab49d0f4159a6bde28e3086e99f626.jpg	17.398157476913184	17.798206610954367	1	def	bodies	body	body-xx.jpg	10.0	0.4000491340411827	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/9F/3q/MD5E-s127424--5a39ab55e87a160fd5e3c4e1ac814d04.jpg/MD5E-s127424--5a39ab55e87a160fd5e3c4e1ac814d04.jpg	17.88146798091475	18.281441224971786	1	def	bodies	body	body-xx.jpg	11.0	0.39997324405703694	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/0j/Zf/MD5E-s150517--51eb1817420c15aff65564b405b2c278.jpg/MD5E-s150517--51eb1817420c15aff65564b405b2c278.jpg	18.381443041958846	18.781473745941184	2	def	characters	word	word-xx.jpg	0.0	0.4000307039823383	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Pp/Z1/MD5E-s143249--585cd10f9839bafaa3429c056c404748.jpg/MD5E-s143249--585cd10f9839bafaa3429c056c404748.jpg	18.881457087001763	19.281425170018338	2	def	characters	word	word-xx.jpg	1.0	0.3999680830165744	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/zX/j7/MD5E-s144872--4ec017c6768c770e2eebcefa2d2f7fc5.jpg/MD5E-s144872--4ec017c6768c770e2eebcefa2d2f7fc5.jpg	19.38143928698264	19.781441023922525	2	def	characters	word	word-xx.jpg	2.0	0.4000017369398847	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/06/mm/MD5E-s108226--a11bfa0b3f6f6b9e55fbd73fab5a5895.jpg/MD5E-s108226--a11bfa0b3f6f6b9e55fbd73fab5a5895.jpg	19.881426897016357	20.28148180095013	2	def	characters	word	word-xx.jpg	3.0	0.4000549039337784	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/M3/89/MD5E-s140536--167ebe371d9a39e47d842142c4ffde9d.jpg/MD5E-s140536--167ebe371d9a39e47d842142c4ffde9d.jpg	20.38149384502321	20.78139482391998	2	def	characters	word	word-xx.jpg	4.0	0.3999009788967669	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/3F/6G/MD5E-s140262--5a339aa15aee8de59908df24b8c47508.jpg/MD5E-s140262--5a339aa15aee8de59908df24b8c47508.jpg	20.864721230929717	21.26471091399435	2	def	characters	word	word-xx.jpg	5.0	0.3999896830646321	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/zF/MX/MD5E-s112816--1df02e6530fd5b7ebe0166f0b60fd5f6.jpg/MD5E-s112816--1df02e6530fd5b7ebe0166f0b60fd5f6.jpg	21.364746358944107	21.764668170013465	2	def	characters	word	word-xx.jpg	6.0	0.39992181106936187	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-42.jpg	21.864684859989207	22.264673245023	2	def	characters	word	word-42.jpg	7.0	0.39998838503379375	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/2w/Vj/MD5E-s100111--dcb0b8a5e7fd1ddab54a4443cf2cf094.jpg/MD5E-s100111--dcb0b8a5e7fd1ddab54a4443cf2cf094.jpg	22.364712691982284	22.764675347018056	2	def	characters	word	word-xx.jpg	8.0	0.3999626550357789	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-70.jpg	22.864661506959237	23.26641989394557	2	def	characters	word	word-70.jpg	9.0	0.40175838698633015	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Wg/KG/MD5E-s146361--34eddc13feea78ccde9dddd4520e4702.jpg/MD5E-s146361--34eddc13feea78ccde9dddd4520e4702.jpg	23.347981920000173	23.747957719955593	2	def	characters	word	word-xx.jpg	10.0	0.3999757999554277	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-39.jpg	23.84798416297417	24.247988971997987	2	def	characters	word	word-39.jpg	11.0	0.4000048090238124	False
rest		24.26465173996985		3	def	baseline					
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/pv/Z6/MD5E-s118684--1e01c4e80a935d3cd6c68d4ed1b85fb4.jpg/MD5E-s118684--1e01c4e80a935d3cd6c68d4ed1b85fb4.jpg	30.314516304992143	30.71448432200123	4	def	objects	car	car-xx.jpg	0.0	0.3999680170090869	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/X2/8v/MD5E-s147960--e524c88123dc1beebc7aa4a8fca232e2.jpg/MD5E-s147960--e524c88123dc1beebc7aa4a8fca232e2.jpg	30.797983299009505	31.19779427698813	4	def	objects	car	car-xx.jpg	1.0	0.3998109779786319	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/car/car-48.jpg	31.297815218917087	31.69778517098166	4	def	objects	car	car-48.jpg	2.0	0.3999699520645663	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/car/car-48.jpg	31.79773607896641	32.19777637696825	4	def	objects	car	car-48.jpg	3.0	0.4000402980018407	True
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/zG/WF/MD5E-s147669--6ebcf9601aae78ec7f4c7dfdee9f4117.jpg/MD5E-s147669--6ebcf9601aae78ec7f4c7dfdee9f4117.jpg	32.29784297500737	32.6977625079453	4	def	objects	car	car-xx.jpg	4.0	0.3999195329379289	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/mG/8j/MD5E-s179778--ef29a1b983fd253b54f894f3780eaf4b.jpg/MD5E-s179778--ef29a1b983fd253b54f894f3780eaf4b.jpg	32.78116388898343	33.183043418917805	4	def	objects	car	car-xx.jpg	5.0	0.4018795299343765	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/J9/qQ/MD5E-s132549--cbc7b9309f016e81352f9bc76e71a912.jpg/MD5E-s132549--cbc7b9309f016e81352f9bc76e71a912.jpg	33.281057375948876	33.68104656494688	4	def	objects	car	car-xx.jpg	6.0	0.3999891889980063	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/6M/Gf/MD5E-s112560--4a51f699467225dd4459f393de2eae3d.jpg/MD5E-s112560--4a51f699467225dd4459f393de2eae3d.jpg	33.78130848600995	34.181152988923714	4	def	objects	car	car-xx.jpg	7.0	0.3998445029137656	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/jV/QV/MD5E-s101715--b4b1cb30cb6392b6215237e6b1edc5f5.jpg/MD5E-s101715--b4b1cb30cb6392b6215237e6b1edc5f5.jpg	34.28129580197856	34.68119210097939	4	def	objects	car	car-xx.jpg	8.0	0.3998962990008295	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/car/car-129.jpg	34.781101437984034	35.181054861983284	4	def	objects	car	car-129.jpg	9.0	0.3999534239992499	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/car/car-98.jpg	35.28115097491536	35.68100462493021	4	def	objects	car	car-98.jpg	10.0	0.3998536500148475	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/4w/wJ/MD5E-s136010--1043d21716063f93695a7c5701c867c1.jpg/MD5E-s136010--1043d21716063f93695a7c5701c867c1.jpg	35.764282305026434	36.16456367401406	4	def	objects	car	car-xx.jpg	11.0	0.4002813689876348	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/XV/Wq/MD5E-s135004--c8111799e2abc7c4b00b1fe668c32152.jpg/MD5E-s135004--c8111799e2abc7c4b00b1fe668c32152.jpg	36.264458102989	36.66451305395458	5	def	faces	adult	adult-xx.jpg	0.0	0.4000549509655684	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/XV/Wq/MD5E-s135004--c8111799e2abc7c4b00b1fe668c32152.jpg/MD5E-s135004--c8111799e2abc7c4b00b1fe668c32152.jpg	36.76431455800776	37.16454115498345	5	def	faces	adult	adult-xx.jpg	1.0	0.4002265969756991	True
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Mq/8g/MD5E-s131918--1db5263698bc259240bb09c2400a84d9.jpg/MD5E-s131918--1db5263698bc259240bb09c2400a84d9.jpg	37.2642392399721	37.6642384789884	5	def	faces	adult	adult-xx.jpg	2.0	0.3999992390163243	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/kf/Z4/MD5E-s117888--1abafa6b017362fa919901d90c952cd2.jpg/MD5E-s117888--1abafa6b017362fa919901d90c952cd2.jpg	37.764284885954105	38.16437346301973	5	def	faces	adult	adult-xx.jpg	3.0	0.4000885770656169	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-53.jpg	38.247729926952154	38.64792961895	5	def	faces	adult	adult-53.jpg	4.0	0.400199691997841	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-14.jpg	38.7477163199801	39.14795473497361	5	def	faces	adult	adult-14.jpg	5.0	0.4002384149935097	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-6.jpg	39.247719686944045	39.6477847089991	5	def	faces	adult	adult-6.jpg	6.0	0.4000650220550597	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/MP/24/MD5E-s115018--e24ca9a9b9be2aaba7484c880032c88f.jpg/MD5E-s115018--e24ca9a9b9be2aaba7484c880032c88f.jpg	39.7475301559316	40.14775657595601	5	def	faces	adult	adult-xx.jpg	7.0	0.4002264200244099	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-76.jpg	40.23109066998585	40.63107052794658	5	def	faces	adult	adult-76.jpg	8.0	0.3999798579607159	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Xz/Qw/MD5E-s118083--12990c0bc3a6b083c0b6f0c2bc69e2e9.jpg/MD5E-s118083--12990c0bc3a6b083c0b6f0c2bc69e2e9.jpg	40.730757154989995	41.13108784996439	5	def	faces	adult	adult-xx.jpg	9.0	0.4003306949744001	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-66.jpg	41.230967210023664	41.63095637294464	5	def	faces	adult	adult-66.jpg	10.0	0.3999891629209742	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/vZ/gX/MD5E-s106013--6cabd8458490c790190f2eff4e4feddb.jpg/MD5E-s106013--6cabd8458490c790190f2eff4e4feddb.jpg	41.730947403935716	42.130812002927996	5	def	faces	adult	adult-xx.jpg	11.0	0.3998645989922807	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Z0/gf/MD5E-s180116--25eb6f9e46262a5852fe50bed26ba82f.jpg/MD5E-s180116--25eb6f9e46262a5852fe50bed26ba82f.jpg	42.23128824902233	42.631001260015175	6	def	characters	word	word-xx.jpg	0.0	0.3997130109928548	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Z0/gf/MD5E-s180116--25eb6f9e46262a5852fe50bed26ba82f.jpg/MD5E-s180116--25eb6f9e46262a5852fe50bed26ba82f.jpg	42.73074659192935	43.13078556396068	6	def	characters	word	word-xx.jpg	1.0	0.4000389720313251	True
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/8q/Vv/MD5E-s152159--0aaf1007c832069a73f336379af1c7e5.jpg/MD5E-s152159--0aaf1007c832069a73f336379af1c7e5.jpg	43.214267303003	43.614220339921296	6	def	characters	word	word-xx.jpg	2.0	0.3999530369183049	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/G1/9j/MD5E-s107894--404e87657e7f53d1f66cf59a20e347b0.jpg/MD5E-s107894--404e87657e7f53d1f66cf59a20e347b0.jpg	43.71438938693609	44.11430520191789	6	def	characters	word	word-xx.jpg	3.0	0.3999158149817959	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-133.jpg	44.21429185301531	44.614239320973866	6	def	characters	word	word-133.jpg	4.0	0.3999474679585546	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/4w/z4/MD5E-s163768--1f03890b3577ec5f612318f40397ec6f.jpg/MD5E-s163768--1f03890b3577ec5f612318f40397ec6f.jpg	44.71407887199894	45.114081135950975	6	def	characters	word	word-xx.jpg	5.0	0.4000022639520466	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/99/xF/MD5E-s133740--8d2b48ef1465552b15fac225744a7099.jpg/MD5E-s133740--8d2b48ef1465552b15fac225744a7099.jpg	45.214082463993684	45.61404678598046	6	def	characters	word	word-xx.jpg	6.0	0.3999643219867721	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/7v/qf/MD5E-s151375--73179bd3839f299805f5e2cd2e7f47de.jpg/MD5E-s151375--73179bd3839f299805f5e2cd2e7f47de.jpg	45.697518516913995	46.097518340917304	6	def	characters	word	word-xx.jpg	7.0	0.3999998240033165	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/word/word-30.jpg	46.19755027093925	46.597509125014774	6	def	characters	word	word-30.jpg	8.0	0.3999588540755212	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/gf/5V/MD5E-s172716--43d5db0889aba58516a490a143c9851c.jpg/MD5E-s172716--43d5db0889aba58516a490a143c9851c.jpg	46.697454127948724	47.09755799395497	6	def	characters	word	word-xx.jpg	9.0	0.4001038660062477	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/0j/Zf/MD5E-s150517--51eb1817420c15aff65564b405b2c278.jpg/MD5E-s150517--51eb1817420c15aff65564b405b2c278.jpg	47.19743514701258	47.597410270944245	6	def	characters	word	word-xx.jpg	10.0	0.3999751239316538	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/5M/QQ/MD5E-s109075--3d7ff9071fc7a91573e4a97bd6d9b6b0.jpg/MD5E-s109075--3d7ff9071fc7a91573e4a97bd6d9b6b0.jpg	47.69739159301389	48.08069087495096	6	def	characters	word	word-xx.jpg	11.0	0.3832992819370702	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/x4/F8/MD5E-s139194--87f98bcfe401bb94daec158ae9572742.jpg/MD5E-s139194--87f98bcfe401bb94daec158ae9572742.jpg	48.19738666899503	48.580669560935355	7	def	bodies	body	body-xx.jpg	0.0	0.3832828919403255	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/J1/5p/MD5E-s156364--9de6ab5e443d6231810adb88075770e3.jpg/MD5E-s156364--9de6ab5e443d6231810adb88075770e3.jpg	48.68074118997902	49.080698570003726	7	def	bodies	body	body-xx.jpg	1.0	0.39995738002471626	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-117.jpg	49.180749816936434	49.58068767399528	7	def	bodies	body	body-117.jpg	2.0	0.39993785705883056	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/xW/F1/MD5E-s130631--5adde15a381b55d39a7bce9fecd0835d.jpg/MD5E-s130631--5adde15a381b55d39a7bce9fecd0835d.jpg	49.68074078497011	50.0806752369972	7	def	bodies	body	body-xx.jpg	3.0	0.3999344520270824	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-83.jpg	50.180720919976004	50.58063612191472	7	def	bodies	body	body-83.jpg	4.0	0.3999152019387111	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/z8/F7/MD5E-s118067--af995bc9eea213a9dbb6f81a78d04417.jpg/MD5E-s118067--af995bc9eea213a9dbb6f81a78d04417.jpg	50.664048363920294	51.06395650701597	7	def	bodies	body	body-xx.jpg	5.0	0.3999081430956721	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/kq/6J/MD5E-s153859--e3e01935dfee749078b0a8a44268f04c.jpg/MD5E-s153859--e3e01935dfee749078b0a8a44268f04c.jpg	51.16420484695118	51.56403303297703	7	def	bodies	body	body-xx.jpg	6.0	0.39982818602584297	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/xg/9j/MD5E-s127280--5347f58f7dc17413d2a8ffe3d31a62b8.jpg/MD5E-s127280--5347f58f7dc17413d2a8ffe3d31a62b8.jpg	51.664000774966546	52.06396332697477	7	def	bodies	body	body-xx.jpg	7.0	0.3999625520082191	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/j3/39/MD5E-s129044--0f1c2812538f153b33369dd34ae31455.jpg/MD5E-s129044--0f1c2812538f153b33369dd34ae31455.jpg	52.16394551401026	52.56529427296482	7	def	bodies	body	body-xx.jpg	8.0	0.4013487589545548	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/body/body-45.jpg	52.66476860700641	53.06460802699439	7	def	bodies	body	body-45.jpg	9.0	0.399839419987984	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/GG/6K/MD5E-s112431--99f7f3e8bc407b558292534f6e93296d.jpg/MD5E-s112431--99f7f3e8bc407b558292534f6e93296d.jpg	53.14793323795311	53.547883405932225	7	def	bodies	body	body-xx.jpg	10.0	0.39995016797911376	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/4j/8M/MD5E-s103176--3dc714a20219b3ec5738db39c9d1a3de.jpg/MD5E-s103176--3dc714a20219b3ec5738db39c9d1a3de.jpg	53.64792803302407	54.04788216296584	7	def	bodies	body	body-xx.jpg	11.0	0.3999541299417615	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Mx/xx/MD5E-s133268--206786c509802c9302a604c9984dba01.jpg/MD5E-s133268--206786c509802c9302a604c9984dba01.jpg	54.14791928301565	54.54788019496482	8	def	faces	adult	adult-xx.jpg	0.0	0.3999609119491652	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Xj/Pz/MD5E-s115445--cc2f4f628665ff4097c8e9110353cb3a.jpg/MD5E-s115445--cc2f4f628665ff4097c8e9110353cb3a.jpg	54.648638617014505	55.04786906100344	8	def	faces	adult	adult-xx.jpg	1.0	0.3992304439889267	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Gx/kV/MD5E-s124701--5ffa0ef64948b8fd3ae16ebda4c23475.jpg/MD5E-s124701--5ffa0ef64948b8fd3ae16ebda4c23475.jpg	55.147982934955515	55.54866496194154	8	def	faces	adult	adult-xx.jpg	2.0	0.4006820269860327	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Gx/kV/MD5E-s124701--5ffa0ef64948b8fd3ae16ebda4c23475.jpg/MD5E-s124701--5ffa0ef64948b8fd3ae16ebda4c23475.jpg	55.6506256199209	56.05368530796841	8	def	faces	adult	adult-xx.jpg	3.0	0.4030596880475059	True
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-67.jpg	56.13645964092575	56.53192603995558	8	def	faces	adult	adult-67.jpg	4.0	0.3954663990298286	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/62/zX/MD5E-s123290--3beb29546e4680cdc84f627a3ec80b78.jpg/MD5E-s123290--3beb29546e4680cdc84f627a3ec80b78.jpg	56.63635578402318	57.03190977196209	8	def	faces	adult	adult-xx.jpg	5.0	0.3955539879389107	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-52.jpg	57.13644768693485	57.53193402197211	8	def	faces	adult	adult-52.jpg	6.0	0.39548633503727615	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/adult/adult-10.jpg	57.63631819200236	58.03188771300485	8	def	faces	adult	adult-10.jpg	7.0	0.39556952100247145	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/gf/3Z/MD5E-s110783--f3c5c5ad69c638c3f641a4a10c2e1d6a.jpg/MD5E-s110783--f3c5c5ad69c638c3f641a4a10c2e1d6a.jpg	58.116155850002535	58.51966714195442	8	def	faces	adult	adult-xx.jpg	8.0	0.4035112919518724	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/23/P4/MD5E-s138351--a3835bce2282b08ad311dfe243ce7d00.jpg/MD5E-s138351--a3835bce2282b08ad311dfe243ce7d00.jpg	58.616337158950046	59.01578736701049	8	def	faces	adult	adult-xx.jpg	9.0	0.3994502080604434	False
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/vZ/gX/MD5E-s106013--6cabd8458490c790190f2eff4e4feddb.jpg/MD5E-s106013--6cabd8458490c790190f2eff4e4feddb.jpg	59.11638402892278	59.516360998968594	8	def	faces	adult	adult-xx.jpg	10.0	0.3999769700458273	False
