trial_type	image_path	onset	offset	block	task_version	category	subcategory	image_num	block_trial	duration	target	reaction_time	task
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-42.jpg	6.470531165017746	6.870528741972522	0.0	alt	objects	instrument	instrument-42.jpg	0.0	0.39999757695477456	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/2x/1g/MD5E-s141327--051be23683c63c04a9105278f613d387.jpg/MD5E-s141327--051be23683c63c04a9105278f613d387.jpg	6.967328413040378	7.3712784979725265	0.0	alt	objects	instrument	instrument-xx.jpg	1.0	0.4039500849321485	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/1W/46/MD5E-s149057--f156912f2a7febe28dbaa991643b8933.jpg/MD5E-s149057--f156912f2a7febe28dbaa991643b8933.jpg	7.46916818304453	7.87008894898463	0.0	alt	objects	instrument	instrument-xx.jpg	2.0	0.4009207659401	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-9.jpg	7.970071675023063	8.369685843004843	0.0	alt	objects	instrument	instrument-9.jpg	3.0	0.39961416798178107	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/9x/vX/MD5E-s112214--65c3cbe6f94773d8f589e15256c60ac1.jpg/MD5E-s112214--65c3cbe6f94773d8f589e15256c60ac1.jpg	8.45485813904088	8.850043101934716	0.0	alt	objects	instrument	instrument-xx.jpg	4.0	0.3951849628938362	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/Kx/m3/MD5E-s157247--b25f925e9e6755ab066ffd244dd8e49d.jpg/MD5E-s157247--b25f925e9e6755ab066ffd244dd8e49d.jpg	8.950069924001582	9.353816963965073	0.0	alt	objects	instrument	instrument-xx.jpg	5.0	0.4037470399634913	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/66/42/MD5E-s106793--50dd525f66dc27975f638d5f998978cb.jpg/MD5E-s106793--50dd525f66dc27975f638d5f998978cb.jpg	9.449303786968812	9.85217739501968	0.0	alt	objects	instrument	instrument-xx.jpg	6.0	0.4028736080508679	False		
keypress		9.38073173898738			alt								OneBack
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/.git/annex/objects/2P/71/MD5E-s140295--a62215f073fac8575b0e53766cd9e7db.jpg/MD5E-s140295--a62215f073fac8575b0e53766cd9e7db.jpg	9.95341149903834	10.354658814962024	0.0	alt	objects	instrument	instrument-xx.jpg	7.0	0.40124731592368335	False		
stimuli	/scratch/neuromod/src/task_stimuli/data/fLoc/stimuli/instrument/instrument-19.jpg	10.449417765950784	10.853295383043587	0.0	alt	objects	instrument	instrument-19.jpg	8.0	0.4038776170928031	False		
